File	Mentions
GID_1935_37	Albe
GID_1935_38	Max de Jong
GID_1935_38	Elisabeth Zernike
GID_1935_39	E.C. Abendanon
GID_1935_40	H.T. Colenbrander
GID_1935_42	H. van Loon
GID_1935_43	Dirk Coster
GID_1935_43	Willem Kloos
GID_1935_43	Anna Bijns
GID_1935_43	Freek van Leeuwen
GID_1935_43	Constantijn
GID_1935_43	Chris de Graaff
GID_1935_44	J.W.F. Werumeus Buning
GID_1935_48	André van Praag
GID_1935_48	Edgar Allan Poe
GID_1935_49	J.J. van Geuns
GID_1935_49	J. van Geuns
GID_1935_50	Jan Campert
GID_1935_51	Halbo C. Kool
GID_1935_52	E.C. Abendanon
GID_1935_53	E.J. Dijksterhuis
GID_1935_54	J.H. Plantenga
GID_1935_54	G.J. Hoogewerff
GID_1935_55	Elisabeth Reitsma
GID_1935_55	Homerus
GID_1935_55	Jan H. Eekhout
GID_1935_55	Willem de Mérode
GID_1935_55	Guido Gezelle
GID_1935_55	Jaap van Gelderen
GID_1935_55	Leopold
GID_1935_55	Anton van Duinkerken
GID_1935_55	Horatius
GID_1935_55	P.C. Boutens
GID_1935_55	Hafis
GID_1935_55	J.H. Leopold
GID_1935_56	J.W.F. Werumeus Buning
GID_1935_59	Cyriel Buysse
GID_1935_59	Lode Zielens
GID_1935_59	Jan van Beers
GID_1935_59	Marnix Gijsen
GID_1935_59	Bergman
GID_1935_59	Maurice Roelants
GID_1935_59	Albe
GID_1935_59	André de Ridder
GID_1935_59	Emmanuel de Bom
GID_1935_59	Max Rooses
GID_1935_59	Virginie Loveling
GID_1935_61	Jan Engelman
GID_1935_62	J.W.F. Werumeus Buning
GID_1935_63	Jan ten Brink
GID_1935_63	Leonie van Nierop
GID_1935_63	J.G. van Dillen
GID_1935_63	J.A.N. Knuttel
GID_1935_64	E.J. Dijksterhuis
GID_1935_64	Plato
GID_1935_65	H. van Loon
GID_1935_66	Albert Verwey
GID_1935_66	Stefan George
GID_1935_66	Frans Coenen
GID_1935_66	Willem Bilderdijk
GID_1935_66	Novalis
GID_1935_66	Anton van Duinkerken
GID_1935_66	Albe
GID_1935_66	Aart van der Leeuw
GID_1935_71	Jan Engelman
GID_1935_72	J.W.F. Werumeus Buning
GID_1935_73	Plato
GID_1935_74	Horatius
GID_1935_74	Michelangelo
GID_1935_76	J. Bierens de Haan
GID_1935_79	Virginie Loveling
GID_1935_79	August Vermeylen
GID_1935_79	H. van Loon
GID_1935_79	Karel van de Woestijne
GID_1935_81	N. Mansvelt
GID_1935_82	J. Slauerhoff
GID_1935_83	Jan Campert
GID_1935_84	A.J. Westerman Holstijn
GID_1935_84	P. van Schilfgaarde
GID_1935_84	Plato
GID_1935_85	L.W.G. Scholten
GID_1935_85	I.J. Brugmans
GID_1935_85	J. Brugman
GID_1935_85	Johan Rudolph Thorbecke
GID_1935_85	J.B. Manger
GID_1935_85	J.R. Thorbecke
GID_1935_85	H.T. Colenbrander
GID_1935_87	J. Bierens de Haan
GID_1935_88	H. van Loon
GID_1935_88	Julien Benda
GID_1935_88	Menno ter Braak
GID_1935_89	Gottfried Benn
GID_1935_89	Stefan George
GID_1935_89	Plato
GID_1935_89	Selma Lagerlöf
GID_1935_89	Novalis
GID_1935_89	Thomas Mann
GID_1935_90	Homerus
GID_1935_90	Horatius
GID_1935_90	John Milton
GID_1935_90	Anton van Duinkerken
GID_1935_90	Herman Gorter
GID_1935_93	J.R. Thorbecke
GID_1935_93	Hendrik Riemens
GID_1935_93	Constantijn
GID_1935_93	Constantijn Huygens
GID_1935_95	M.H. Székely-Lulofs
GID_1935_96	Gabriël Smit
GID_1935_97	Stefan George
GID_1935_97	G. van der Leeuw
GID_1935_98	Michelangelo
GID_1935_99	Homerus
GID_1935_99	Plato
GID_1935_100	Robert Fruin
GID_1935_100	J.H. Holwerda
GID_1935_100	O. Oppermann
GID_1935_100	F.A.J. Vermeulen
GID_1935_100	E.H. ter Kuile
GID_1935_100	P.J. Blok
GID_1935_101	J.H. Plantenga
GID_1935_102	Jan Vermeer
GID_1935_103	Gottfried Benn
GID_1935_104	E.J. Dijksterhuis
GID_1935_105	C.J. van Assen
GID_1935_105	Lodewijk van Deyssel
GID_1935_105	Albert Kuyle
GID_1935_105	Hieronymus van Alphen
GID_1935_105	Anton van Duinkerken
GID_1935_105	Albe
GID_1935_105	W.L.M.E. van Leeuwen
GID_1935_105	Herman Gorter
GID_1935_105	Adriaan Loosjes
GID_1935_105	C.G.N. de Vooys
GID_1935_105	Menno ter Braak
GID_1935_106	Leopold
GID_1935_106	Anna de Noailles
GID_1935_106	J.J. Vriend
GID_1935_109	J.W.F. Werumeus Buning
GID_1935_110	Jo de Wit
GID_1935_111	Jan Hulsker
GID_1935_111	Albert Verwey
GID_1935_111	Leopold
GID_1935_111	Omar Khayyam
GID_1935_111	Johan Huijts
GID_1935_111	Albe
GID_1935_111	Hafis
GID_1935_111	J.H. Leopold
GID_1935_111	P.N. van Eyck
GID_1935_112	G.S. Overdiep
GID_1935_112	F.C. Dominicus
GID_1935_112	Jan Greshoff
GID_1935_113	J.H. Plantenga
GID_1935_113	J.J. Vriend
GID_1935_114	Hubert
GID_1935_116	Frans Erens
GID_1935_116	Dirk Coster
GID_1935_116	Jan te Winkel
GID_1935_116	G. Kalff
GID_1935_116	Anton van Duinkerken
GID_1935_116	Frederik van Eeden
GID_1935_116	Willem de Clercq
GID_1935_117	G. van den Bergh
GID_1935_121	Plato
GID_1935_122	J.F. Haccoû
GID_1935_123	Horatius
GID_1935_123	A.C. Loffelt
GID_1935_123	J.F.M. Sterck
GID_1935_124	Constantijn
GID_1935_125	H. van Loon
GID_1935_130	Homerus
GID_1935_130	Hendrik de Vries
GID_1935_130	J.W.F. Werumeus Buning
GID_1935_131	D.C. Hesseling
GID_1935_131	Homerus
GID_1935_131	J.J. de Gelder
GID_1935_131	L. Brummel
GID_1935_131	S.G. de Vries
GID_1935_131	Plato
GID_1935_131	Bergman
GID_1935_131	Léon
GID_1935_131	D. van Blom
GID_1935_131	Horatius
GID_1935_131	C.G.N. de Vooys
GID_1935_132	Albe
GID_1935_133	Leopold
GID_1935_134	C.G.N. de Vooys
GID_1935_136	J.G. van Dillen
GID_1936_1	W.H. Staverman
GID_1936_4	J.W.F. Werumeus Buning
GID_1936_5	J.C. Bloem
GID_1936_6	A. Roland Holst
GID_1936_7	Homerus
GID_1936_7	K. Kuiper
GID_1936_7	J.H. Plantenga
GID_1936_8	Horatius
GID_1936_8	Plato
GID_1936_8	M.R.J. Brinkgreve
GID_1936_9	J.A. Pollones
GID_1936_11	Homerus
GID_1936_11	Willem Kloos
GID_1936_11	Paul Vlemminx
GID_1936_11	Willem de Mérode
GID_1936_11	Wies Moens
GID_1936_11	Truus Gerhardt
GID_1936_11	Luc van Hoek
GID_1936_11	C.J. Kelk
GID_1936_11	Halbo C. Kool
GID_1936_11	Anton van Duinkerken
GID_1936_11	Herman Gorter
GID_1936_11	Willem Sluiter
GID_1936_11	Mien Proost
GID_1936_11	Menno ter Braak
GID_1936_14	J.C.M. Warnsinck
GID_1936_14	E.W. Beth
GID_1936_14	H.P.G. Quack
GID_1936_14	Leopold
GID_1936_14	W. van Ravesteyn
GID_1936_14	A.S. de Leeuw
GID_1936_18	Jan Campert
GID_1936_19	J.J. van Geuns
GID_1936_19	J. van Geuns
GID_1936_20	Joannes Reddingius
GID_1936_22	P. van Schilfgaarde
GID_1936_22	W. Banning
GID_1936_23	F.W. Stapel
GID_1936_23	A.J. Bernet Kempers
GID_1936_23	Henricus
GID_1936_23	H.T. Colenbrander
GID_1936_25	Albert Verwey
GID_1936_25	Theun de Vries
GID_1936_25	Anton van Duinkerken
GID_1936_25	Albe
GID_1936_25	David van Hoogstraten
GID_1936_25	H.A. Mulder
GID_1936_27	C. van Vollenhoven
GID_1936_27	Maurits Sabbe
GID_1936_27	Michelangelo
GID_1936_27	H. van Loon
GID_1936_27	Plato
GID_1936_27	Léon
GID_1936_27	Albe
GID_1936_27	Stijn Streuvels
GID_1936_27	J.J. Vriend
GID_1936_31	Reinier van Genderen Stort
GID_1936_32	Gottfried Benn
GID_1936_32	Plato
GID_1936_32	Léon
GID_1936_32	Thomas Mann
GID_1936_32	Urbain van de Voorde
GID_1936_33	A.J. Bernet Kempers
GID_1936_34	W.F. Prins
GID_1936_34	Albe
GID_1936_35	Frans Netscher
GID_1936_35	K. Kuiper
GID_1936_35	Constantijn
GID_1936_35	Louis Couperus
GID_1936_35	W.E.J. Kuiper
GID_1936_35	Albe
GID_1936_35	André de Ridder
GID_1936_36	Felix Timmermans
GID_1936_36	Louis de Bourbon
GID_1936_36	Antoon Coolen
GID_1936_36	E.J. Potgieter
GID_1936_36	Gerard Brom
GID_1936_36	Anton van Duinkerken
GID_1936_36	A.M. de Jong
GID_1936_37	Léon
GID_1936_41	A. Roland Holst
GID_1936_42	A.W. Grauls
GID_1936_43	Charles Baudelaire
GID_1936_43	Homerus
GID_1936_43	Alfred de Vigny
GID_1936_43	John Keats
GID_1936_43	Horatius
GID_1936_44	Horatius
GID_1936_44	J.D. Bierens de Haan
GID_1936_44	Plato
GID_1936_45	W.F. Prins
GID_1936_45	Bergman
GID_1936_46	Thomas Mann
GID_1936_46	H. van Loon
GID_1936_47	Arthur van Schendel
GID_1936_47	J.M.C. Bouvy
GID_1936_47	Anton van Duinkerken
GID_1936_48	B.M. Telders
GID_1936_53	Felix Rutten
GID_1936_55	B.A. van Groningen
GID_1936_55	Plato
GID_1936_56	Plato
GID_1936_57	H.A. Enno van Gelder
GID_1936_57	J. Wille
GID_1936_59	Léon
GID_1936_59	William Blake
GID_1936_59	Hubert
GID_1936_61	Pertinax
GID_1936_62	L.H. Grondijs
GID_1936_62	J.D. Meerwaldt
GID_1936_62	L.C. Michels
GID_1936_65	François Villon
GID_1936_67	Horatius
GID_1936_67	E.J. Dijksterhuis
GID_1936_68	H.T. Colenbrander
GID_1936_68	Albe
GID_1936_69	H.A. Enno van Gelder
GID_1936_71	H. Marsman
GID_1936_71	E. du Perron
GID_1936_71	Albert Helman
GID_1936_71	Antoon Coolen
GID_1936_71	Top Naeff
GID_1936_71	Herman de Man
GID_1936_71	August Vermeylen
GID_1936_71	Anton van Duinkerken
GID_1936_71	Albe
GID_1936_71	Elisabeth Zernike
GID_1936_73	Karel van de Woestijne
GID_1936_73	Virginie Loveling
GID_1936_73	J.J.L. Duyvendak
GID_1936_73	Achilles Mussche
GID_1936_76	Ben Jonson
GID_1936_76	Plato
GID_1936_77	Hugo de Groot
GID_1936_77	Michelangelo
GID_1936_77	C.R. de Klerk
GID_1936_77	Albe
GID_1936_77	K. Kooiman
GID_1936_78	Desiderius Erasmus
GID_1936_78	Maurits Sabbe
GID_1936_78	Albe
GID_1936_79	Albe
GID_1936_80	Desiderius Erasmus
GID_1936_80	Samuel Johnson
GID_1936_80	Anton van Duinkerken
GID_1936_81	R. Wiarda
GID_1936_81	Julien Benda
GID_1936_81	Hubert
GID_1936_83	Léon
GID_1936_83	Pertinax
GID_1936_84	Paul Valéry
GID_1936_84	Novalis
GID_1936_84	H. van Loon
GID_1936_84	W.J. Aalders
GID_1936_85	A.J. Wensinck
GID_1936_88	Emmy van Lokhorst
GID_1936_89	A.W. Grauls
GID_1936_90	E.J. Dijksterhuis
GID_1936_90	Plato
GID_1936_91	Gerth Schreiner
GID_1936_91	A. Wassenbergh
GID_1936_91	J. van Vloten
GID_1936_91	Leopold
GID_1936_91	Ben Jonson
GID_1936_92	Galileo Galilei
GID_1936_92	C.A. Crommelin
GID_1936_92	Constantijn
GID_1936_93	L.H. Grondijs
GID_1936_93	Plato
GID_1936_94	Vincent Cleerdin
GID_1936_94	P. Polman
GID_1936_94	Garmt Stuiveling
GID_1936_94	Michelangelo
GID_1936_94	H. Mol
GID_1936_94	Willem Bilderdijk
GID_1936_94	Nico van Suchtelen
GID_1936_94	B.H. Molkenboer
GID_1936_94	Anton van Duinkerken
GID_1936_94	Albe
GID_1936_94	J. de Jong
GID_1936_94	Desiderius Erasmus
GID_1936_95	Albe
GID_1936_96	A. Roland Holst
GID_1936_96	Maurits Sabbe
GID_1936_96	Maurice Gilliams
GID_1936_96	Léon
GID_1936_99	Achilles Mussche
GID_1936_100	Henricus
GID_1936_100	J.C. van der Loos
GID_1936_100	P. Albers S.J.
GID_1936_100	Albe
GID_1936_100	P.J. Idenburg
GID_1936_101	L.H. Grondijs
GID_1936_102	P. Geyl
GID_1936_102	J. Brugman
GID_1936_102	I.J. Brugmans
GID_1936_103	Reinier van Genderen Stort
GID_1936_103	Anton van Duinkerken
GID_1936_104	Theun de Vries
GID_1936_106	Willem de Clercq
GID_1936_106	Léon
GID_1936_106	F.M. Wibaut
GID_1936_111	Plato
GID_1936_112	A. Roland Holst
GID_1936_113	B.A. van Groningen
GID_1936_114	Homerus
GID_1936_114	Jan Vercammen
GID_1936_115	Willem Kloos
GID_1936_115	Leopold
GID_1936_115	C.J.J. Westermann
GID_1936_115	P.N. van Eyck
GID_1936_115	Jan Engelman
GID_1936_116	H.T. Colenbrander
GID_1936_116	Leopold
GID_1936_116	Bergman
GID_1936_116	Albe
GID_1936_118	Homerus
GID_1936_118	Johannes Tielrooy
GID_1936_119	E.J. Dijksterhuis
GID_1936_120	E.J. Dijksterhuis
GID_1936_120	Albe
GID_1936_121	Léon
GID_1936_122	Michelangelo
GID_1936_124	J. Slauerhoff
GID_1936_125	A. Roland Holst
GID_1936_126	J.J. van Geuns
GID_1936_126	J. van Geuns
GID_1936_127	J.C. Bloem
GID_1936_129	J.H. Kramer
GID_1936_129	J.H. Kramers
GID_1936_130	Herman Gorter
GID_1936_130	Hendrik de Vries
GID_1936_130	W.A.P. Smit
GID_1936_130	Abraham Kuyper
GID_1936_131	N. van Wijk
GID_1936_132	Michiel de Swaen
GID_1936_132	Homerus
GID_1936_132	Multatuli
GID_1936_132	Dirk Coster
GID_1936_132	Willem Kloos
GID_1936_132	Jeronimo de Vries
GID_1936_132	Robert Hennebo
GID_1936_132	Horatius
GID_1936_132	M.M. Prinsen
GID_1936_134	H. Marsman
GID_1936_134	Herman van den Bergh
GID_1936_134	J. Slauerhoff
GID_1936_134	Leopold
GID_1936_134	J.C. Bloem
GID_1936_134	Anton van Duinkerken
GID_1936_134	P.C. Boutens
GID_1936_134	J.H. Leopold
GID_1936_134	Karel van de Woestijne
GID_1936_135	Leopold
GID_1936_136	Michelangelo
GID_1936_136	Wouter Paap
GID_1936_136	Plato
GID_1936_137	E. Piaget
GID_1936_137	Jacob Geel
GID_1936_137	J. van Vloten
GID_1936_137	H.T. Colenbrander
GID_1936_137	Samuel Muller
GID_1936_138	Robert Fruin
GID_1936_138	Jan Veth
GID_1936_138	G. Kalff
GID_1936_138	H.P.G. Quack
GID_1936_138	J.N. van Hall
GID_1936_138	Gerrit de Clercq
GID_1936_138	R.C. Bakhuizen van den Brink
GID_1936_138	Louis Couperus
GID_1936_138	J.W.F. Werumeus Buning
GID_1936_138	C. Honigh
GID_1936_138	J.P. Kuenen
GID_1936_138	S. Vissering
GID_1936_138	Willem de Clercq
GID_1936_138	B.M. Telders
GID_1936_138	C.J. Vos
GID_1936_138	J.F. Oltmans
GID_1936_138	W.G.C. Byvanck
GID_1936_138	P.J. Veth
GID_1936_138	Jozef Israëls
GID_1936_138	A.A.W. Hubrecht
GID_1936_138	G.E. Voorhelm Schneevoogt
GID_1936_138	Anton van Duinkerken
GID_1936_138	J.H. Plantenga
GID_1936_138	A. Roland Holst
GID_1936_138	H.T. Colenbrander
GID_1936_138	W.J. de Haas
GID_1936_138	R.P.J. Tutein Nolthenius
GID_1936_138	P.W.A. Cort van der Linden
GID_1936_138	E.J. Potgieter
GID_1936_138	J.D. van der Waals
GID_1936_138	J.T. Buys
GID_1936_138	A.G. van Hamel
GID_1936_138	D. van Blom
GID_1936_138	G.C.J. Vosmaer
GID_1936_138	E.J. Dijksterhuis
GID_1936_138	P.A.S. van Limburg Brouwer
GID_1936_138	Charles Boissevain
GID_1936_138	W.L.P.A. Molengraaff
GID_1936_138	J. van Geuns
GID_1936_138	W.J.C. van Hasselt
GID_1936_138	H.J. Schimmel
GID_1936_138	Samuel Muller
GID_1936_139	Victor de Stuers
GID_1936_139	Allard Pierson
GID_1936_139	Jan Veth
GID_1936_139	Simon Gorter
GID_1936_139	B.J. Stokvis
GID_1936_139	C. Winkler
GID_1936_139	Plato
GID_1936_139	J.R. Thorbecke
GID_1936_139	H.T. Colenbrander
GID_1936_140	C. van Vollenhoven
GID_1936_140	H.J. Kiewiet de Jonge
GID_1936_140	G. Kalff
GID_1936_140	Gerrit de Clercq
GID_1936_140	W.J. van de Woestijne
GID_1936_140	T.J. Stieltjes
GID_1936_140	Multatuli
GID_1936_140	J.W.T. Cohen Stuart
GID_1936_140	G. Polvliet
GID_1936_140	J.P.A. François
GID_1936_140	Albe
GID_1936_140	Augusta de Wit
GID_1936_140	A.J. Wensinck
GID_1936_140	H.T. Colenbrander
GID_1936_140	W.A. van Rees
GID_1936_140	R.P.J. Tutein Nolthenius
GID_1936_140	J. Limburg
GID_1936_140	Leo van Puyvelde
GID_1936_140	J.P. van Limburg Stirum
GID_1936_140	H.P. Staal
GID_1936_140	H.J.A.M. Schaepman
GID_1936_140	P.W.A. Cort van der Linden
GID_1936_140	D. Bos
GID_1936_140	D. van Blom
GID_1936_140	E.B. Kielstra
GID_1936_140	C. Wolterbeek
GID_1936_140	S.J. van den Bergh
GID_1936_140	Victor de Stuers
GID_1936_140	C.D.H. Schneider
GID_1936_140	J.H. Deibel
GID_1936_140	Hugo de Groot
GID_1936_140	A. Plate
GID_1936_140	J.C.M. van Riemsdijk
GID_1936_140	W.L.P.A. Molengraaff
GID_1936_140	N. Mansvelt
GID_1936_140	A.L.W. Seyffardt
GID_1936_141	Robert Fruin
GID_1936_141	J.J. Schrieke
GID_1936_141	P.J. Veth
GID_1936_141	L.W.C. van den Berg
GID_1936_141	P.J. Blok
GID_1936_142	Frans Erens
GID_1936_142	H. Marsman
GID_1936_142	Marcellus Emants
GID_1936_142	Willem Kloos
GID_1936_142	J.N. van Hall
GID_1936_142	R.C. Bakhuizen van den Brink
GID_1936_142	J.H. Groenewegen
GID_1936_142	Menno ter Braak
GID_1936_142	Multatuli
GID_1936_142	Herman van den Bergh
GID_1936_142	Leo Simons
GID_1936_142	Anton van Duinkerken
GID_1936_142	Aart van der Leeuw
GID_1936_142	A. Roland Holst
GID_1936_142	Carel Scharten
GID_1936_142	Arthur van Schendel
GID_1936_142	Dirk Coster
GID_1936_142	Hélène Swarth
GID_1936_142	E.J. Potgieter
GID_1936_142	Leopold
GID_1936_142	J.C. Bloem
GID_1936_142	P.N. van Eyck
GID_1936_142	Just Havelaar
GID_1936_142	Lodewijk van Deyssel
GID_1936_143	Victor de Stuers
GID_1936_143	Multatuli
GID_1936_143	J. Pen
GID_1936_143	Jan Veth
GID_1936_143	D.D. Büchler
GID_1936_143	Constantijn
GID_1936_143	Constantijn Huygens
GID_1936_143	E.J. Potgieter
GID_1936_143	A.W. Weissman
GID_1936_143	Hubert
GID_1936_143	W.B.G. Molkenboer
GID_1936_143	C.C. Huysmans
GID_1936_143	Albe
GID_1936_143	J.H. Plantenga
GID_1936_143	Jacob van Lennep
GID_1936_143	J.J. Vriend
GID_1937_2	Uys Krige
GID_1937_3	J.R. van Blom
GID_1937_4	H. Marsman
GID_1937_4	Homerus
GID_1937_4	J.C. Brandt Corstius
GID_1937_4	Horatius
GID_1937_4	Plato
GID_1937_4	A. Roland Holst
GID_1937_4	Herman Gorter
GID_1937_4	B. de Ligt
GID_1937_5	Horatius
GID_1937_5	Michelangelo
GID_1937_5	Hubert
GID_1937_6	E.J. Dijksterhuis
GID_1937_7	I.H. Gosses
GID_1937_9	D. Loenen
GID_1937_9	H.E. Enthoven
GID_1937_9	H. van Loon
GID_1937_9	Plato
GID_1937_9	Léon
GID_1937_9	J.D. Bierens de Haan
GID_1937_12	Albe
GID_1937_13	Annie Salomons
GID_1937_14	Truus Gerhardt
GID_1937_16	C. van Vollenhoven
GID_1937_16	B.M. Telders
GID_1937_16	C.J.K. van Aalst
GID_1937_17	E.J. Dijksterhuis
GID_1937_18	E.H. ter Kuile
GID_1937_19	H. van Loon
GID_1937_19	Jef Last
GID_1937_20	Homerus
GID_1937_20	Lodewijk van Deyssel
GID_1937_20	Anton van Duinkerken
GID_1937_20	A.M. de Jong
GID_1937_20	Herman Gorter
GID_1937_22	Allard Pierson
GID_1937_22	G.S. Overdiep
GID_1937_22	H.W.E. Moller
GID_1937_22	C.R. de Klerk
GID_1937_22	J.F.M. Sterck
GID_1937_22	E. Moll
GID_1937_22	J.J.L. Duyvendak
GID_1937_22	C.G.N. de Vooys
GID_1937_25	A. Roland Holst
GID_1937_26	J.W.F. Werumeus Buning
GID_1937_27	H. Colijn
GID_1937_27	H.T. Colenbrander
GID_1937_28	Horatius
GID_1937_28	Homerus
GID_1937_28	N. van Wijk
GID_1937_29	Jan Vermeer
GID_1937_29	W. Martin
GID_1937_30	Jan Prins
GID_1937_30	E.J. Dijksterhuis
GID_1937_30	Plato
GID_1937_31	Multatuli
GID_1937_31	Lodewijk van Deyssel
GID_1937_31	J. Saks
GID_1937_31	Anton van Duinkerken
GID_1937_33	A.M. Hammacher
GID_1937_33	Martinus Nijhoff
GID_1937_33	W.E. van Wijk
GID_1937_36	Jan Prins
GID_1937_37	H. Marsman
GID_1937_38	M. Revis
GID_1937_39	S.P. Uri
GID_1937_39	Herman Robbers
GID_1937_39	Edgar Degas
GID_1937_39	A. Prins
GID_1937_39	Léon
GID_1937_39	Albe
GID_1937_39	Constantinus
GID_1937_40	G. Knuttel Wzn
GID_1937_40	G.J. Hoogewerff
GID_1937_41	J.B. Manger
GID_1937_42	Felix Timmermans
GID_1937_42	Pol de Mont
GID_1937_42	Hubert
GID_1937_42	Albe
GID_1937_42	Jacob Smit
GID_1937_43	Albert Verwey
GID_1937_43	Stefan George
GID_1937_43	Constantijn
GID_1937_43	Constantijn Huygens
GID_1937_43	Nicolaas Beets
GID_1937_43	Anton van Duinkerken
GID_1937_43	Albe
GID_1937_43	Aart van der Leeuw
GID_1937_46	Horatius
GID_1937_46	Maurits Sabbe
GID_1937_46	Albe
GID_1937_48	Frans Buyle
GID_1937_49	W.F. Prins
GID_1937_50	F.W. Stapel
GID_1937_51	Robert Fruin
GID_1937_51	J.B. Manger
GID_1937_51	P.J. Blok
GID_1937_54	E.J. Dijksterhuis
GID_1937_55	Frans Coenen
GID_1937_55	Anton van Duinkerken
GID_1937_57	Johan Huizinga
GID_1937_57	Drs. P
GID_1937_57	N. van Wijk
GID_1937_57	Hubert
GID_1937_59	Uys Krige
GID_1937_59	Albe
GID_1937_60	Léon
GID_1937_61	E.J. Dijksterhuis
GID_1937_62	B.M. Telders
GID_1937_63	Leopold
GID_1937_63	J.B. Manger
GID_1937_63	Johan Rudolph Thorbecke
GID_1937_63	Paul Fredericq
GID_1937_64	Federico García Lorca
GID_1937_64	Albe
GID_1937_64	Albert Helman
GID_1937_66	Gerlach Royen
GID_1937_66	J. Wille
GID_1937_66	H.B.A. Bockwinkel
GID_1937_69	Eric van der Steen
GID_1937_70	Truus Gerhardt
GID_1937_71	H.N. Boon
GID_1937_71	Hugo de Groot
GID_1937_72	Homerus
GID_1937_72	C.H. van Os
GID_1937_72	Plato
GID_1937_73	T. van der Zee
GID_1937_74	E.J. Dijksterhuis
GID_1937_75	H.T. Colenbrander
GID_1937_76	P.J. van Winter
GID_1937_76	David Maarschalk
GID_1937_76	H.T. Colenbrander
GID_1937_77	Alie Smeding
GID_1937_77	Anna Bijns
GID_1937_77	Top Naeff
GID_1937_77	Anton van Duinkerken
GID_1937_77	Carry van Bruggen
GID_1937_82	Ed. Hoornik
GID_1937_83	N.P. van den Berg
GID_1937_83	J.T. Buys
GID_1937_83	G.H. Betz
GID_1937_83	Willem de Clercq
GID_1937_84	Leopold
GID_1937_84	H. van der Tuin
GID_1937_84	Albe
GID_1937_86	Jan Vercammen
GID_1937_86	Albe
GID_1937_87	Prosper van Langendonck
GID_1937_87	Anna Bijns
GID_1937_87	Willem de Mérode
GID_1937_87	Guido Gezelle
GID_1937_87	Wies Moens
GID_1937_87	Jan van Nijlen
GID_1937_87	Marnix Gijsen
GID_1937_87	Jan de Weert
GID_1937_87	Anton van Duinkerken
GID_1937_87	Karel van den Oever
GID_1937_87	Paul van Ostaijen
GID_1937_87	Karel van de Woestijne
GID_1937_89	H.T. Colenbrander
GID_1937_91	Leopold
GID_1937_91	Theun de Vries
GID_1937_92	C.K. Elout
GID_1937_94	J. Reitsma
GID_1937_95	Constantijn
GID_1937_95	Constantijn Huygens
GID_1937_95	J.J. Gielen
GID_1937_95	J.H. Plantenga
GID_1937_95	Albe
GID_1937_95	Horatius
GID_1937_97	Michelangelo
GID_1937_98	Felix Timmermans
GID_1937_98	Antoon Coolen
GID_1937_98	Herman de Man
GID_1937_98	Gerard Walschap
GID_1937_98	Anton van Duinkerken
GID_1937_98	Stijn Streuvels
GID_1937_98	Marie van Dessel-Poot
GID_1937_98	Hugo Verriest
GID_1937_99	Anne de Vries
GID_1937_99	P.J. Meertens
GID_1937_99	J.H. Brouwer
GID_1937_101	Victor de Stuers
GID_1937_101	Jacob van Lennep
GID_1937_102	Leopold
GID_1937_102	Maurits Uyldert
GID_1937_104	W.F. Prins
GID_1937_104	Daam Fockema
GID_1937_104	Albe
GID_1937_105	B.M. Telders
GID_1937_106	G.J. Hoogewerff
GID_1937_107	Herman Gorter
GID_1937_107	Hendrik de Vries
GID_1937_107	Anton van Duinkerken
GID_1937_108	C. Wolterbeek
GID_1937_108	Adam Smith
GID_1937_108	P. van Schilfgaarde
GID_1937_110	Maurits Sabbe
GID_1937_110	Michiel de Swaen
GID_1937_110	J. Salsmans
GID_1937_110	Johan de Meester
GID_1937_110	L. Scharpé
GID_1937_111	Willem de Mérode
GID_1937_111	J.G. van Dillen
GID_1937_111	Maurits Uyldert
GID_1937_111	John Donne
GID_1937_111	Ben Jonson
GID_1937_112	Albert Verwey
GID_1937_112	Henricus
GID_1937_112	G. Kalff
GID_1937_112	C.R. de Klerk
GID_1937_112	J.F.M. Sterck
GID_1937_112	Alfred de Vigny
GID_1937_112	J.A. Alberdingk Thijm
GID_1937_112	Maurits Uyldert
GID_1937_112	Novalis
GID_1937_112	Anton van Duinkerken
GID_1937_112	Albe
GID_1937_112	Jacob van Lennep
GID_1937_112	Adriaan Loosjes
GID_1937_112	C.G.N. de Vooys
GID_1937_113	Frits Lugt
GID_1937_113	Michelangelo
GID_1937_113	Arnoldus Noach
GID_1937_115	Leopold
GID_1937_116	L. van der Essen
GID_1937_116	Johan de Witt
GID_1937_116	Constantijn
GID_1937_116	Leopold
GID_1937_116	Léon
GID_1937_116	J.J.L. Duyvendak
GID_1937_119	J.W.F. Werumeus Buning
GID_1937_122	Tirso de Molina
GID_1937_122	G.A. Nauta
GID_1937_122	Ben Jonson
GID_1937_123	Martinus Nijhoff
GID_1937_123	E.J. Dijksterhuis
GID_1937_126	Maurice Gilliams
GID_1937_126	Allard Pierson
GID_1937_126	Marcel Matthijs
GID_1937_126	C.R. de Klerk
GID_1937_126	J.F.M. Sterck
GID_1937_126	Willem Putman
GID_1937_126	G.J. Hoogewerff
GID_1937_126	C.W. Lunsingh Scheurleer
GID_1937_126	Gerard Walschap
GID_1937_126	Jan Campert
GID_1937_126	Josine Reuling
GID_1937_126	Richard Minne
GID_1937_126	Willem Elsschot
GID_1937_126	André Demedts
GID_1938_2	Joannes Reddingius
GID_1938_3	Jan Campert
GID_1938_4	Homerus
GID_1938_5	H.N. Boon
GID_1938_6	Jacob van Maerlant
GID_1938_6	J.A.N. Knuttel
