File	Mentions
DIE_1997_103	Thomas Hardy
DIE_1997_103	Christine D'haen
DIE_1997_103	Dante Alighieri
DIE_1997_104	Michelangelo
DIE_1997_104	Galileo Galilei
DIE_1997_105	Maria van Daalen
DIE_1997_106	Leo Vroman
DIE_1997_109	Anneke Brassinga
DIE_1997_110	Paul Snoek
DIE_1997_110	Peter Holvoet-Hanssen
DIE_1997_113	Erik Bindervoet
DIE_1997_113	James Joyce
DIE_1997_113	Robbert-Jan Henkes
DIE_1997_120	Carl Friedman
DIE_1997_120	Marcel Möring
DIE_1997_121	Pascal Cornet
DIE_1997_121	Hugo Brems
DIE_1997_121	Herman de Coninck
DIE_1997_123	Peter Verhelst
DIE_1997_123	Hugo Bousset
DIE_1997_123	Dirk van Bastelaere
DIE_1997_123	Leo Vroman
DIE_1997_128	Jan Baetens
DIE_1997_128	José Lambert
DIE_1997_131	Peter Holvoet-Hanssen
DIE_1997_132	Gerrit Kouwenaar
DIE_1997_132	C.J. Ruijgh
DIE_1997_132	Homerus
DIE_1997_132	Lucebert
DIE_1997_132	M.A. Schwartz
DIE_1997_132	Piet Gerbrandy
DIE_1997_133	Gerrit Kouwenaar
DIE_1997_133	Pierre Kemp
DIE_1997_133	Ben Peperkamp
DIE_1997_133	Gottfried Benn
DIE_1997_133	Huub Beurskens
DIE_1997_133	Leo Vroman
DIE_1997_133	Bert Voeten
DIE_1997_133	Wiel Kusters
DIE_1997_134	Carel Peeters
DIE_1997_134	Multatuli
DIE_1997_134	Reinjan Mulder
DIE_1997_134	Xandra Schutte
DIE_1997_134	Gerard Reve
DIE_1997_134	James Joyce
DIE_1997_134	Gerrit Jan Zwier
DIE_1997_134	Willem Elsschot
DIE_1997_134	P.J. Meertens
DIE_1997_134	Peeters
DIE_1997_135	Stefan Hertmans
DIE_1997_135	Pascal Cornet
DIE_1997_135	Paul de Wispelaere
DIE_1997_137	Johan Reyniers
DIE_1997_137	Jan Fabre
DIE_1997_137	Hugo Bousset
DIE_1997_137	Peter Verhelst
DIE_1997_146	Bergman
DIE_1997_146	Huub Beurskens
DIE_1997_146	Prosper Dinges
DIE_1997_148	Pol Hoste
DIE_1997_148	Gerrit Jan Zwier
DIE_1997_148	Bart Vervaeck
DIE_1997_148	Herman de Coninck
DIE_1997_148	Jeroen Brouwers
DIE_1997_148	M. Februari
DIE_1997_149	Seamus Heaney
DIE_1997_149	Pascal Cornet
DIE_1997_149	Thomas Mann
DIE_1997_149	Leo Vroman
DIE_1998_1	Charlotte Mutsaers
DIE_1998_1	Ultra Violet
DIE_1998_1	Elma van Haren
DIE_1998_1	Hugo Bousset
DIE_1998_1	Hugo Brems
DIE_1998_1	Jan H. Mysjkin
DIE_1998_1	Leo Vroman
DIE_1998_1	Wiel Kusters
DIE_1998_1	Albert Westerlinck
DIE_1998_1	Albe
DIE_1998_1	Maria van Daalen
DIE_1998_1	Pascal Cornet
DIE_1998_1	Jan Baetens
DIE_1998_2	Willem Brakman
DIE_1998_3	Maria van Daalen
DIE_1998_5	Leon Gommers
DIE_1998_11	Johnny Maeschalck
DIE_1998_11	Ultra Violet
DIE_1998_12	Chris Honingh
DIE_1998_14	Marjoleine de Vos
DIE_1998_14	Anton Korteweg
DIE_1998_14	Willem van Toorn
DIE_1998_14	Piet Calis
DIE_1998_14	Harry Mulisch
DIE_1998_14	Bart Vervaeck
DIE_1998_14	Theun de Vries
DIE_1998_14	Hans van Stralen
DIE_1998_14	Anna Blaman
DIE_1998_15	Pieter van der Meer
DIE_1998_15	Willem Kloos
DIE_1998_15	Martien J.G. de Jong
DIE_1998_15	Guido Gezelle
DIE_1998_15	Leopold
DIE_1998_15	Drs. P
DIE_1998_15	Wilfred Smit
DIE_1998_15	Herman de Coninck
DIE_1998_15	Pieter van der Meer de Walcheren
DIE_1998_16	R.F. Lissens
DIE_1998_16	Louis Paul Boon
DIE_1998_16	Herman Teirlinck
DIE_1998_16	Pjeroo Roobjee
DIE_1998_16	Joris Gerits
DIE_1998_16	Isidoor Teirlinck
DIE_1998_19	Walter Verdin
DIE_1998_19	Mustafa Stitou
DIE_1998_19	Hugo Bousset
DIE_1998_19	Anil Ramdas
DIE_1998_21	Mustafa Stitou
DIE_1998_24	Walter Verdin
DIE_1998_31	Rutger Kopland
DIE_1998_31	Hugo Brems
DIE_1998_32	Pascal Cornet
DIE_1998_34	Edgar Degas
DIE_1998_34	Rudi Laermans
DIE_1998_34	Hugo Bousset
DIE_1998_34	Peter Verhelst
DIE_1998_47	Gerrit Kouwenaar
DIE_1998_47	Gottfried Benn
DIE_1998_47	Huub Beurskens
DIE_1998_47	Leo Vroman
DIE_1998_47	Dirk de Geest
DIE_1998_47	H.C. ten Berge
DIE_1998_47	Jacques Hamelink
DIE_1998_50	Pascal Cornet
DIE_1998_50	Mario Vargas Llosa
DIE_1998_52	Ernest van der Hallen
DIE_1998_52	Anneke Brassinga
DIE_1998_52	Elke Brems
DIE_1998_52	Anton van Wilderode
DIE_1998_52	Elma van Haren
DIE_1998_52	Hugo Bousset
DIE_1998_52	Peter Verhelst
DIE_1998_52	Gerard Walschap
DIE_1998_52	Stefan Hertmans
DIE_1998_52	Urbain van de Voorde
DIE_1998_53	Stefan Hertmans
DIE_1998_57	Kreek Daey Ouwens
DIE_1998_58	Roland Jooris
DIE_1998_60	Peeters
DIE_1998_60	Louis Paul Boon
DIE_1998_60	Koen Peeters
DIE_1998_61	Gerard Walschap
DIE_1998_61	Michelangelo
DIE_1998_62	Elke Brems
DIE_1998_62	Gerard Walschap
DIE_1998_62	Anton van Duinkerken
DIE_1998_62	Paul de Vree
DIE_1998_62	Menno ter Braak
DIE_1998_64	Jan Lauwereyns
DIE_1998_65	Saskia de Coster
DIE_1998_67	Erik Spinoy
DIE_1998_67	Charles Ducal
DIE_1998_67	Dirk van Bastelaere
DIE_1998_67	Paul Bogaert
DIE_1998_67	Constantijn
DIE_1998_67	Peter Verhelst
DIE_1998_67	Peter Theunynck
DIE_1998_67	Bernard Dewulf
DIE_1998_67	Miguel Declercq
DIE_1998_67	Stefan Hertmans
DIE_1998_67	Yves T'Sjoen
DIE_1998_68	Maurice Gilliams
DIE_1998_68	Charlotte Mutsaers
DIE_1998_68	Jaap Meijer
DIE_1998_68	Stefan Hertmans
DIE_1998_68	Lucio Fontana
DIE_1998_68	Marc Reugebrink
DIE_1998_68	Connie Palmen
DIE_1998_68	Ivo Michiels
DIE_1998_71	Geertrui Daem
DIE_1998_71	Elma van Haren
DIE_1998_71	Peter Verhelst
DIE_1998_71	Stefan Hertmans
DIE_1998_71	Eddy van Vliet
DIE_1998_71	Stefaan van den Bremt
DIE_1998_71	Benno Barnard
DIE_1998_71	Peeters
DIE_1998_71	Eric de Kuyper
DIE_1998_71	Hubert
DIE_1998_71	Mark Insingel
DIE_1998_71	Marcel van Maele
DIE_1998_71	Eriek Verpale
DIE_1998_71	Pjeroo Roobjee
DIE_1998_71	Hugo Bousset
DIE_1998_71	Roland Jooris
DIE_1998_71	Leo Pleysier
DIE_1998_71	Luuk Gruwez
DIE_1998_71	Pol Hoste
DIE_1998_71	Gust Gils
DIE_1998_71	Christine D'haen
DIE_1998_71	Walter van den Broeck
DIE_1998_71	Koen Peeters
DIE_1998_71	Kamiel Vanhole
DIE_1998_71	Kristien Hemmerechts
DIE_1998_72	Peeters
DIE_1998_72	Kamiel Vanhole
DIE_1998_72	Koen Peeters
DIE_1998_74	Hugo Claus
DIE_1998_74	Fernand Auwera
DIE_1998_78	Stefaan van den Bremt
DIE_1998_79	Walter van den Broeck
DIE_1998_79	Peeters
DIE_1998_82	Geertrui Daem
DIE_1998_82	Dylan Thomas
DIE_1998_82	Peeters
DIE_1998_83	Bernard Dewulf
DIE_1998_84	Jan Kuijper
DIE_1998_84	Hans Vandevoorde
DIE_1998_84	Gabriëlle Demedts
DIE_1998_84	Christine D'haen
DIE_1998_84	Herman de Coninck
DIE_1998_85	Peter Ghyssaert
DIE_1998_86	Paul Snoek
DIE_1998_86	Gust Gils
DIE_1998_86	Jan Hanlo
DIE_1998_86	Hugues C. Pernath
DIE_1998_86	Albe
DIE_1998_87	Jo Govaerts
DIE_1998_88	Luuk Gruwez
DIE_1998_88	Eriek Verpale
DIE_1998_88	Joke van Leeuwen
DIE_1998_89	Elma van Haren
DIE_1998_90	Kristien Hemmerechts
DIE_1998_91	Stefan Hertmans
DIE_1998_92	Guido van Heulendonk
DIE_1998_92	Paul de Wispelaere
DIE_1998_92	Jeroen Brouwers
DIE_1998_93	Peeters
DIE_1998_93	Kamiel Vanhole
DIE_1998_93	Pol Hoste
DIE_1998_93	Koen Peeters
DIE_1998_94	Mark Insingel
DIE_1998_95	Geert van Istendael
DIE_1998_96	Roland Jooris
DIE_1998_97	Paul Koeck
DIE_1998_97	Albe
DIE_1998_98	Eric de Kuyper
DIE_1998_100	Bob van Laerhoven
DIE_1998_101	Hubert Lampo
DIE_1998_101	Hubert
DIE_1998_106	Ivo Michiels
DIE_1998_109	Didi de Paris
DIE_1998_111	Peeters
DIE_1998_111	Koen Peeters
DIE_1998_112	Leo Pleysier
DIE_1998_112	Albe
DIE_1998_115	Pjeroo Roobjee
DIE_1998_115	Peeters
DIE_1998_117	Peeters
DIE_1998_117	Kamiel Vanhole
DIE_1998_117	Willy Spillebeen
DIE_1998_117	Koen Peeters
DIE_1998_118	August Thiry
DIE_1998_119	Kamiel Vanhole
DIE_1998_121	Paul Verhuyck
DIE_1998_124	Jan Walravens
DIE_1998_124	Paul de Wispelaere
DIE_1998_125	Gerard Reve
DIE_1998_125	Joris Note
DIE_1998_125	Jeroen Brouwers
DIE_1998_125	Monika van Paemel
DIE_1998_125	Miriam Van hee
DIE_1998_125	Eddy van Vliet
DIE_1998_125	Herman de Coninck
DIE_1998_125	Peeters
DIE_1998_125	Paul Claes
DIE_1998_125	Hubert
DIE_1998_125	Hugo Claus
DIE_1998_125	Patricia de Martelaere
DIE_1998_125	Erik Spinoy
DIE_1998_125	Rudi Wester
DIE_1998_125	Anton van Wilderode
DIE_1998_125	Jef Geeraerts
DIE_1998_125	Charlotte Mutsaers
DIE_1998_125	Ward Ruyslinck
DIE_1998_125	Charles Ducal
DIE_1998_125	Dirk van Bastelaere
DIE_1998_125	Lieve Joris
DIE_1998_125	Koen Peeters
DIE_1998_125	Kamiel Vanhole
DIE_1998_125	Hubert van Herreweghen
DIE_1998_126	Hugo Bousset
DIE_1998_138	Miguel Declercq
DIE_1998_143	Multatuli
DIE_1998_143	Gerard Reve
DIE_1998_143	Joris Gerits
DIE_1998_143	Walter van den Broeck
DIE_1998_143	Umberto Eco
DIE_1999_1	Leen Huet
DIE_1999_1	Paul Bogaert
DIE_1999_1	Hugo Bousset
DIE_1999_1	Jan H. Mysjkin
DIE_1999_1	Miguel Declercq
DIE_1999_1	Dirk de Geest
DIE_1999_1	Pascal Cornet
DIE_1999_2	Ivo Michiels
DIE_1999_3	Maria van Daalen
DIE_1999_4	Dirk van Weelden
DIE_1999_5	Huub Beurskens
DIE_1999_6	Pjeroo Roobjee
DIE_1999_7	Arthur Rimbaud
DIE_1999_7	Paul Claes
DIE_1999_8	Peter Holvoet-Hanssen
DIE_1999_12	Thomas Mann
DIE_1999_12	Harry Mulisch
DIE_1999_12	Bart Vervaeck
DIE_1999_15	Hugo Bousset
DIE_1999_16	Pablo Neruda
DIE_1999_16	Elma van Haren
DIE_1999_17	Erik Spinoy
DIE_1999_18	H.H. ter Balkt
DIE_1999_19	H.H. ter Balkt
DIE_1999_19	Remy C. van de Kerckhove
DIE_1999_19	Albe
DIE_1999_20	Frans Kuipers
DIE_1999_23	Stefaan van den Bremt
DIE_1999_24	Pieter Boskma
DIE_1999_25	Dianne Hagen
DIE_1999_28	Felix Timmermans
DIE_1999_28	Lut Missinne
DIE_1999_28	Maurice Gilliams
DIE_1999_28	Lode Zielens
DIE_1999_28	J. Weisgerber
DIE_1999_28	Ernest Claes
DIE_1999_28	Marnix Gijsen
DIE_1999_28	Gerard Walschap
DIE_1999_28	Leopold
DIE_1999_28	Raymond Brulez
DIE_1999_28	Dirk de Geest
DIE_1999_28	Maurice Roelants
DIE_1999_28	M. Rutten
DIE_1999_28	Michel Dupuis
DIE_1999_29	Cees Nooteboom
DIE_1999_29	Joris Gerits
DIE_1999_29	Léon
DIE_1999_33	Wilma
DIE_1999_33	Riet de Jong-Goossens
DIE_1999_33	Dirk van Bastelaere
DIE_1999_33	Etienne van Heerden
DIE_1999_33	Hugo Bousset
DIE_1999_33	H. de Vries
DIE_1999_33	Marlene Dumas
DIE_1999_40	Marlene Dumas
DIE_1999_40	Peter Cox
DIE_1999_40	Peter Sander
DIE_1999_42	Hubert van Herreweghen
DIE_1999_42	Hubert
DIE_1999_43	Kreek Daey Ouwens
DIE_1999_44	Wouter Verbeylen
DIE_1999_48	Geerten Meijsing
DIE_1999_48	Piet Meeuse
DIE_1999_48	Frans Kingma
DIE_1999_48	Bart Vervaeck
DIE_1999_48	Atte Jongstra
DIE_1999_48	Gerrit Krol
DIE_1999_52	Luk van den Dries
DIE_1999_52	Hugo Bousset
DIE_1999_52	Eric Vos
DIE_1999_52	Wiel Kusters
DIE_1999_52	Boris Todoroff
DIE_1999_52	Jos Joosten
DIE_1999_52	Jan Baetens
DIE_1999_53	Eric Vos
DIE_1999_53	Jan Baetens
DIE_1999_54	Jan Baetens
DIE_1999_55	Eric Vos
DIE_1999_55	Jan Baetens
DIE_1999_56	Eric Vos
DIE_1999_56	Jan Baetens
DIE_1999_56	Plato
DIE_1999_57	Sigmund Freud
DIE_1999_57	Patricia de Martelaere
DIE_1999_58	Lieven de Cauter
DIE_1999_59	Marcel Möring
DIE_1999_59	Jaap Goedegebuure
DIE_1999_59	Bart Vervaeck
DIE_1999_60	Lucebert
DIE_1999_60	Hugo Brems
DIE_1999_60	Hugo Claus
DIE_1999_60	Paul van Ostaijen
DIE_1999_60	Herman de Coninck
DIE_1999_61	Anton Korteweg
DIE_1999_61	Hans Groenewegen
DIE_1999_61	J. Bernlef
DIE_1999_61	Ida Gerhardt
DIE_1999_61	Jacob Groot
DIE_1999_61	Huub Beurskens
DIE_1999_61	Lucebert
DIE_1999_61	J.C. Bloem
DIE_1999_61	Jaap Goedegebuure
DIE_1999_61	Kees Ouwens
DIE_1999_61	Hans Faverey
DIE_1999_61	Rob Schouten
DIE_1999_61	Herman Gorter
DIE_1999_65	Ben Cami
DIE_1999_65	Louis Paul Boon
DIE_1999_65	Maurice D'Haese
DIE_1999_65	Georges Wildemeersch
DIE_1999_65	Hugo Bousset
DIE_1999_65	Tone Brulin
DIE_1999_65	Hugo Claus
DIE_1999_65	Albe
DIE_1999_65	Jan Walravens
DIE_1999_65	Jos Joosten
DIE_1999_65	Remy C. van de Kerckhove
DIE_1999_65	Peeters
DIE_1999_66	A. Mooij
DIE_1999_66	Remy C. van de Kerckhove
DIE_1999_66	Louis Paul Boon
DIE_1999_66	Simon Vinkenoog
DIE_1999_66	Hugo Brems
DIE_1999_66	Pierre Alechinsky
DIE_1999_66	Hugo Claus
DIE_1999_66	Albert Westerlinck
DIE_1999_66	Albe
DIE_1999_66	Paul Rodenko
DIE_1999_66	Jan Walravens
DIE_1999_66	Ben Cami
DIE_1999_66	Erik Spinoy
DIE_1999_66	Maurice D'Haese
DIE_1999_66	Jan Vaerten
DIE_1999_66	Eugène de Bock
DIE_1999_66	Jos Joosten
DIE_1999_66	Serge van Duijnhoven
DIE_1999_66	Dirk van Bastelaere
DIE_1999_66	J.J.A. Mooij
DIE_1999_66	Lucebert
DIE_1999_66	Paul van Ostaijen
DIE_1999_66	Ray Gilles
DIE_1999_67	Louis Paul Boon
DIE_1999_67	Leen Huet
DIE_1999_67	Ian
DIE_1999_67	Hugo Claus
DIE_1999_67	Jeroen Brouwers
DIE_1999_67	Jean Cocteau
DIE_1999_67	Jan Walravens
DIE_1999_67	Willem Frederik Hermans
DIE_1999_68	Georges Wildemeersch
DIE_1999_68	Gerard van Elden
DIE_1999_68	Karel Jonckheere
DIE_1999_68	Wallace Stevens
DIE_1999_68	Roger Raveel
DIE_1999_68	Remy C. van de Kerckhove
DIE_1999_68	Peeters
DIE_1999_68	Louis Paul Boon
DIE_1999_68	Hugo Walschap
DIE_1999_68	T.S. Eliot
DIE_1999_68	Hubert
DIE_1999_68	Hugo Claus
DIE_1999_68	Albe
DIE_1999_68	Jan Walravens
DIE_1999_68	Nic van Beeck
DIE_1999_68	Jules Supervielle
DIE_1999_68	Richard Minne
DIE_1999_68	Jan Vaerten
DIE_1999_68	Guillaume Apollinaire
DIE_1999_68	Jos Joosten
DIE_1999_68	Jan Cox
DIE_1999_68	M. Mendel
DIE_1999_68	Theodore Roethke
DIE_1999_68	Joris Blondiau
DIE_1999_68	Lucebert
DIE_1999_68	Gertrude Stein
DIE_1999_68	Hubert van Herreweghen
DIE_1999_69	Louis Paul Boon
DIE_1999_69	Ezra Pound
DIE_1999_69	Jan Cox
DIE_1999_69	Guido Gezelle
DIE_1999_69	Pol Hoste
DIE_1999_69	Hugo Claus
DIE_1999_69	Richard Minne
DIE_1999_69	Harry Mulisch
DIE_1999_69	Hugo Verriest
DIE_1999_69	Albe
DIE_1999_69	Alice Nahon
DIE_1999_69	Jos Joosten
DIE_1999_70	Hugo Claus
DIE_1999_72	Gerard Reve
DIE_1999_72	Hans Vandevoorde
DIE_1999_72	Peter Verhelst
DIE_1999_72	Karel Jonckheere
DIE_1999_72	Wallace Stevens
DIE_1999_72	Stefan Hertmans
DIE_1999_72	Remy C. van de Kerckhove
DIE_1999_72	Louis Paul Boon
DIE_1999_72	Hubert
DIE_1999_72	Bart Vervaeck
DIE_1999_72	William Carlos Williams
DIE_1999_72	Jan Walravens
DIE_1999_72	Erik Spinoy
DIE_1999_72	Anton van Wilderode
DIE_1999_72	Jos de Haes
DIE_1999_72	Jos Joosten
DIE_1999_72	Hubert Lampo
DIE_1999_72	Geert Buelens
DIE_1999_72	Hubert van Herreweghen
DIE_1999_73	Peeters
DIE_1999_73	Louis Paul Boon
DIE_1999_73	Koen Peeters
DIE_1999_74	Louis Paul Boon
DIE_1999_74	Tone Brulin
DIE_1999_74	Marnix Gijsen
DIE_1999_74	Hugo Claus
DIE_1999_74	Raymond Brulez
DIE_1999_74	Stefan Brijs
DIE_1999_74	Willy Spillebeen
DIE_1999_74	Paul van Ostaijen
DIE_1999_74	Jan Walravens
DIE_1999_74	Jos Joosten
DIE_1999_74	Remy C. van de Kerckhove
DIE_1999_80	Ray Gilles
DIE_1999_81	Jan Vaerten
DIE_1999_83	Florent Wellens
DIE_1999_87	Maurice D'Haese
DIE_1999_88	Hans Andreus
DIE_1999_89	Hugo Claus
DIE_1999_93	Hugo Claus
DIE_1999_95	Gaston Burssens
DIE_1999_95	Paul van Ostaijen
DIE_1999_98	Frans Denissen
DIE_1999_98	Kester Freriks
DIE_1999_98	Bart Moeyaert
DIE_1999_98	Joke van Leeuwen
DIE_1999_98	Luuk Gruwez
DIE_1999_98	Eriek Verpale
DIE_1999_98	Hugo Bousset
DIE_1999_98	Stefan Brijs
DIE_1999_98	Albe
DIE_1999_98	Koen Peeters
DIE_1999_98	Walter van den Broeck
DIE_1999_98	Peeters
DIE_1999_100	Fernand Auwera
DIE_1999_105	Richard Minne
DIE_1999_105	Stefan Brijs
DIE_1999_105	Albe
DIE_1999_106	Joos Florquin
DIE_1999_106	Walter van den Broeck
DIE_1999_107	Jozef Deleu
DIE_1999_108	Frans Denissen
DIE_1999_109	Gust Gils
DIE_1999_110	Jo Govaerts
DIE_1999_112	Luuk Gruwez
DIE_1999_114	Guido van Heulendonk
DIE_1999_114	Jan Mulder
DIE_1999_115	Eric de Kuyper
DIE_1999_116	Bob van Laerhoven
DIE_1999_118	Joke van Leeuwen
DIE_1999_119	Ivo Michiels
DIE_1999_120	Bart Moeyaert
DIE_1999_120	L. Frank
DIE_1999_121	Peeters
DIE_1999_121	Koen Peeters
DIE_1999_126	Pjeroo Roobjee
DIE_1999_127	Horatius
DIE_1999_127	Willy Spillebeen
DIE_1999_128	Johan Vandenbroucke
DIE_1999_128	Leopold
DIE_1999_129	Kamiel Vanhole
DIE_1999_130	Paul Verhuyck
DIE_1999_132	Karl Vissers
DIE_1999_133	Erik Vlaminck
DIE_1999_137	Gerrit Kouwenaar
DIE_1999_137	Hans Groenewegen
DIE_1999_137	Rutger Kopland
DIE_1999_137	Lucebert
DIE_1999_137	Octavio Paz
DIE_1999_137	Marc Reugebrink
DIE_1999_137	Pieter Boskma
DIE_1999_137	Hans Faverey
DIE_1999_137	Joost Zwagerman
DIE_1999_137	K. Michel
DIE_1999_138	Geertrui Daem
DIE_1999_138	Peter Verhelst
DIE_1999_138	Hugo Claus
DIE_1999_138	Erwin Mortier
DIE_1999_138	Miguel Declercq
DIE_1999_138	Bart Vervaeck
DIE_1999_138	Connie Palmen
DIE_1999_139	Gerrit Kouwenaar
DIE_1999_139	Tonnus Oosterhoff
DIE_1999_139	Peter Verhelst
DIE_1999_139	Plato
DIE_1999_139	Yves T'Sjoen
DIE_1999_139	Léon
DIE_1999_139	Hans Faverey
FOR_1932_2	J. Slauerhoff
FOR_1932_3	Richard Minne
FOR_1932_4	Richard Minne
FOR_1932_5	Multatuli
FOR_1932_5	Albert Verwey
FOR_1932_5	Albe
FOR_1932_5	Menno ter Braak
FOR_1932_6	H. Marsman
FOR_1932_7	H. Marsman
FOR_1932_8	Maurice Roelants
FOR_1932_9	E. du Perron
FOR_1932_10	A.M. Hammacher
FOR_1932_10	Charley Toorop
FOR_1932_12	Henrik Scholte
FOR_1932_13	B. de Ligt
FOR_1932_13	Menno ter Braak
FOR_1932_15	Willem Kloos
FOR_1932_15	Dirk Coster
FOR_1932_15	Stefan George
FOR_1932_15	Paul Valéry
FOR_1932_15	Menno ter Braak
FOR_1932_16	Richard Minne
FOR_1932_17	Richard Minne
FOR_1932_18	J. Slauerhoff
FOR_1932_20	A.A.M. Stols
FOR_1932_20	Gerard Bruning
FOR_1932_20	M. Stol
FOR_1932_20	J. Slauerhoff
FOR_1932_20	Theun de Vries
FOR_1932_20	Menno ter Braak
FOR_1932_21	E. du Perron
FOR_1932_21	Albe
FOR_1932_22	Roel Houwink
FOR_1932_22	Gerard Walschap
FOR_1932_22	Dirk Coster
FOR_1932_22	Henri Borel
FOR_1932_23	H. Marsman
FOR_1932_23	Thomas Mann
FOR_1932_23	Cola Debrot
FOR_1932_26	J. Slauerhoff
FOR_1932_26	Hendrik de Vries
FOR_1932_28	Multatuli
FOR_1932_28	Jan Engelman
FOR_1932_28	E. du Perron
FOR_1932_28	Dirk Coster
FOR_1932_28	Leopold
FOR_1932_28	Menno ter Braak
FOR_1932_29	J. Slauerhoff
FOR_1932_31	E. du Perron
FOR_1932_32	Bernard Shaw
FOR_1932_32	Menno ter Braak
FOR_1932_33	A.W. Grauls
FOR_1932_33	A.A.M. Stols
FOR_1932_33	A.C. Willink
FOR_1932_33	Albert Plasschaert
FOR_1932_33	M. Stol
FOR_1932_33	Paul Citroen
FOR_1932_33	Albe
FOR_1932_33	Jan Engelman
FOR_1932_34	A.W. Grauls
FOR_1932_34	A.A.M. Stols
FOR_1932_34	A.C. Willink
FOR_1932_34	Albert Plasschaert
FOR_1932_34	M. Stol
FOR_1932_34	Paul Citroen
FOR_1932_34	Albe
FOR_1932_34	Jan Engelman
FOR_1932_36	J. Slauerhoff
FOR_1932_38	E. du Perron
FOR_1932_39	E. du Perron
FOR_1932_39	Jan Engelman
FOR_1932_40	E. du Perron
FOR_1932_41	Jean Cocteau
FOR_1932_41	Menno ter Braak
FOR_1932_45	Menno ter Braak
FOR_1932_46	A.W. Grauls
FOR_1932_46	Roel Houwink
FOR_1932_47	Willem Pijper
FOR_1932_47	Menno ter Braak
FOR_1932_49	Carry van Bruggen
FOR_1932_49	H. Marsman
FOR_1932_50	Hendrik de Vries
FOR_1932_51	Hendrik de Vries
FOR_1932_52	Henrik Scholte
FOR_1932_52	E. du Perron
FOR_1932_53	Fred Batten
FOR_1932_54	J. Slauerhoff
FOR_1932_55	J. Slauerhoff
FOR_1932_55	C. Houwaard
FOR_1932_55	Jacob Hiegentlich
FOR_1932_55	Theun de Vries
FOR_1932_57	Hendrik de Vries
FOR_1932_58	J. Slauerhoff
FOR_1932_59	Jaap van Gelderen
FOR_1932_60	D.H. Lawrence
FOR_1932_61	Jan Engelman
FOR_1932_63	Jan Vercammen
FOR_1932_64	J. Slauerhoff
FOR_1932_65	J. Slauerhoff
FOR_1932_66	Felix Timmermans
FOR_1932_66	Willem Elsschot
FOR_1932_67	Multatuli
FOR_1932_67	G.S. Overdiep
FOR_1932_67	A. den Doolaard
FOR_1932_67	Albert Helman
FOR_1932_67	Rudolf Arnheim
FOR_1932_67	Albe
FOR_1932_67	J.P. Zoomers-Vermeer
FOR_1932_68	Roel Houwink
FOR_1932_68	Multatuli
FOR_1932_68	E. du Perron
FOR_1932_68	Dirk Coster
FOR_1932_68	J.C. Bloem
FOR_1932_68	Omar Khayyam
FOR_1932_70	J. Slauerhoff
FOR_1932_71	Victor E. van Vriesland
FOR_1932_72	Victor E. van Vriesland
FOR_1932_73	Victor E. van Vriesland
FOR_1932_74	Edgar Allan Poe
FOR_1932_74	Jan Engelman
FOR_1932_76	Dirk Coster
FOR_1932_76	Menno ter Braak
FOR_1932_77	Albe
FOR_1932_78	A. Roland Holst
FOR_1932_79	Multatuli
FOR_1932_79	E. du Perron
FOR_1932_79	Dirk Coster
FOR_1932_79	Willem Kloos
FOR_1932_79	Top Naeff
FOR_1932_79	Plato
FOR_1932_79	Jo de Wit
FOR_1932_79	Leopold
FOR_1932_79	P.C. Boutens
FOR_1932_79	J.H. Leopold
FOR_1932_79	P.N. van Eyck
FOR_1932_82	J. Slauerhoff
FOR_1932_84	Gertrude Stein
FOR_1932_84	James Joyce
FOR_1932_85	Louis de Bourbon
FOR_1932_86	J. Slauerhoff
FOR_1932_86	Martinus Nijhoff
FOR_1932_86	Hendrik de Vries
FOR_1932_86	Sigmund Freud
FOR_1932_87	J. Slauerhoff
FOR_1932_88	Hendrik de Vries
FOR_1932_89	E. du Perron
FOR_1932_89	Dirk Coster
FOR_1932_89	Henri Borel
FOR_1932_89	Plato
FOR_1932_89	Edith Werkendam
FOR_1932_89	J.C. van Schagen
FOR_1932_89	Leopold
FOR_1932_89	Top Naeff
FOR_1932_89	Dop Bles
FOR_1932_89	A. Roland Holst
FOR_1932_89	Carry van Bruggen
FOR_1932_89	Stijn Streuvels
FOR_1932_90	Jan van Nijlen
FOR_1932_91	Jan van Nijlen
FOR_1932_92	Raymond Brulez
FOR_1932_93	Menno ter Braak
FOR_1932_94	Joris Ivens
FOR_1932_94	Joris Iven
FOR_1932_94	Jef Last
FOR_1932_95	Richard Minne
FOR_1932_95	Albe
FOR_1932_100	H. Marsman
FOR_1932_101	Albert Plasschaert
FOR_1932_101	Theun de Vries
FOR_1932_101	Urbain van de Voorde
FOR_1932_101	Achilles Mussche
FOR_1932_101	Roel Houwink
FOR_1932_101	Multatuli
FOR_1932_101	Herman van den Bergh
FOR_1932_101	Albe
FOR_1932_101	Aart van der Leeuw
FOR_1932_101	A. Roland Holst
FOR_1932_101	Geerten Gossaert
FOR_1932_101	Dirk Coster
FOR_1932_101	Leopold
FOR_1932_101	Richard Minne
FOR_1932_101	Jacob Israël de Haan
FOR_1932_101	A.J.D. van Oosten
FOR_1932_101	E. du Perron
FOR_1932_101	Jan van Nijlen
FOR_1932_101	Paul van Ostaijen
FOR_1932_101	Dop Bles
FOR_1932_101	Madeleine Böhtlingk
FOR_1932_102	Jan H. Eekhout
FOR_1932_104	Jef Last
FOR_1932_104	Theun de Vries
FOR_1932_104	Gerard Bruning
FOR_1932_104	C.E. Hooykaas
