	0
W. van Ravesteyn	126.34642857142829
A.N. Molenaar	130.41349206349196
Jozef Cantré	111.9063492063494
Cd. Busken Huet	0.0
Jo de Wit	128.47142857142822
Herman Gorter	188.2428571428579
Peter van Eeten	0.0
Abram de Swaan	0.0
Hans Bennis	85.47384559884587
J.B. Charles	138.9773809523808
J.A. van Praag	126.34642857142829
A. van Loey	148.92976190476227
M. Hanot	129.63253968253957
A. van Domburg	134.73690476190447
Guus Dijkhuizen	113.86865079365114
H.W.J. Vekeman	101.6757936507939
Philippe Noble	2.0
C.H. den Hertog	114.8765873015874
J.D. Bierens de Haan	139.12738095238072
Ab Visser	72.66908369408377
Albert Deblaere	138.33214285714286
P. Spigt	108.14087301587325
Roger Henrard	113.09206349206353
Marie Koenen	147.52857142857135
J.H. Scholte	126.34642857142829
J. Molemans	2.0
Jan Siebelink	87.15396825396859
J. de Graaf	121.6801587301588
Lodewijk Ontrop	0.0
J. Karsemeijer	126.34642857142829
P.G.J. van Sterkenburg	124.10039682539691
G.J. Uitman	125.84642857142829
Sies de Haan	2.0
Francis Bacon	121.6801587301588
Emma Brunt	88.41154401154444
Frans Boenders	87.15396825396859
J.A. Worp	133.56309523809503
Alphons Diepenbrock	120.84404761904767
W.R. van Hoëvell	91.55952380952431
Graa Boomsma	2.0
Peter Benoit	128.80476190476153
Johan van der Woude	143.067857142857
Jan Nijen Twilhaar	110.17579365079392
P.C. Paardekooper	155.5964285714288
Ton Anbeek	120.85198412698439
W.J. van den Akker	105.00912698412726
George Eliot	111.78690476190488
Endre Ady	1.0
Carel Scharten	144.04285714285717
Th. Weevers	0.0
Lode Monteyne	126.34642857142829
Jozef Muls	147.8261904761907
K. Roelandts	142.17976190476193
Jac. van Hattum	0.0
B. Boeyckens	0.0
Cornelis Bellaar Spruyt	0.0
Rudi Laermans	77.84567099567084
Karel Wasch	108.59047619047638
Ton Harmsen	2.0
Hieronymus van Alphen	98.45317460317482
Charles Eyck	139.47738095238074
Herman Middendorp	126.34642857142829
A. van Collem	126.34642857142829
