Author	Harmonic	Closeness	Degree	Betweenness	In-degree	Out-degree	Eigenvector
Gérard van den Eerenbeemt	1785.1249999999507	0.22436540846436895	0.0014713750668806848	0.0	0.0014713750668806848	0.0	0.0019237660801185326
J.R. de Groot	1869.4333333332959	0.2300362245771798	0.014446227929373995	0.00037706623186657635	0.00227394328517924	0.012172284644194755	0.004094295732004086
Robert Hayden	1362.8646825397245	0.1737479241796212	0.00040128410914927763	5.986450334941893e-05	0.00026752273943285177	0.00013376136971642589	4.254335795254757e-05
H.W. Meihuizen	1881.77619047613	0.23515008742658916	0.0018726591760299624	4.7523794740287244e-05	0.0016051364365971105	0.00026752273943285177	0.002800862272408944
James S. (Jim) Holmes	1969.2142857141944	0.24687879886902686	0.003344034242910647	8.854552648844133e-05	0.001337613697164259	0.0020064205457463883	0.004478490245097976
W.A. Verloren van Themaat	1441.864682539701	0.1843758542315004	0.001203852327447833	2.778961206719273e-09	0.00026752273943285177	0.0009363295880149812	9.620121946225296e-05
Max Rooses	2521.102380952373	0.3069913545814653	0.027153558052434454	0.0017813438538940873	0.023809523809523808	0.003344034242910647	0.054172233411832374
Jan Pluvier	1888.0809523808746	0.2369775911043588	0.007089352594970572	9.405463997497494e-05	0.002140181915462814	0.0049491706795077575	0.0025020726748921952
Marjan Wijers	1.0	0.00013376136971642589	0.00040128410914927763	0.0	0.00013376136971642589	0.00026752273943285177	7.998451244502626e-82
Sylvia Bodnár	899.4583333332914	0.11812196556481719	0.00026752273943285177	0.0	0.00013376136971642589	0.00013376136971642589	1.5285329970877738e-09
José Rentes de Carvalho	1.0	0.00013376136971642589	0.00026752273943285177	0.0	0.00013376136971642589	0.00013376136971642589	7.998451244502626e-82
Jan Bakker	1824.9785714285179	0.229715303504946	0.004280363830925628	4.1902900887573674e-05	0.001337613697164259	0.0029427501337613697	0.0020490106600270334
Johannes Philippus Heukelom	1603.6448412698442	0.20410701126230718	0.001070090957731407	0.0	0.00040128410914927763	0.0006688068485821295	0.00015201182514489107
Olf Praamstra	1829.0095238094957	0.22558214844142654	0.010968432316746922	8.969658724844131e-05	0.003611556982343499	0.007356875334403424	0.003971169511759695
Ido Weijers	1629.0734126984103	0.20100089056682774	0.0020064205457463883	0.00011524218156886097	0.0017388978063135364	0.00026752273943285177	0.001128090504907623
Hieke de Jong	1795.4499999999412	0.22847344904842157	0.0005350454788657035	0.0	0.0005350454788657035	0.0	0.0013200847260524539
Nicolaas de Roever	1715.0333333332985	0.21833360824620368	0.0016051364365971105	1.0516507289026702e-05	0.0009363295880149812	0.0006688068485821295	0.0004368642280729353
Max Nord	2291.045238095199	0.28182324775047685	0.01792402354200107	0.0013067424725967723	0.010032102728731942	0.007891920813269128	0.013444479449042663
Charlotte Mutsaers	1758.7666666666357	0.2191861333172276	0.003344034242910647	0.00012507498084316898	0.003210272873194221	0.00013376136971642589	0.000982477810667406
Taslim Ali	1650.3297619047466	0.21053564704301914	0.0020064205457463883	0.0	0.0009363295880149812	0.001070090957731407	0.00033053615288401164
Bert Govaerts	1750.5261904761592	0.21814077662046183	0.006420545746388442	1.6642383872765627e-05	0.0020064205457463883	0.004414125200642054	0.001706702912291798
Ed de Moor	0.0	0.0	0.00013376136971642589	0.0	0.0	0.00013376136971642589	3.552025893195421e-97
Benno Barnard	1817.3547619047251	0.22454647422929946	0.004681647940074906	1.6885674540798298e-05	0.0038790797217763506	0.0008025682182985553	0.0026599042170276513
M.E. Kluit	1987.371428571344	0.2478822705023263	0.0020064205457463883	0.00010932651525587402	0.0017388978063135364	0.00026752273943285177	0.004055153879105276
P.C. Boeren	2276.0952380951817	0.27974843620853773	0.012439807383627608	0.0007470330222001012	0.008426966292134831	0.0040128410914927765	0.02464830257716362
Jef Hinderdael	1657.1615079364772	0.20906345219238712	0.0008025682182985553	0.0	0.0008025682182985553	0.0	0.0005219595830872076
Ben van Eysselsteijn	2130.628571428485	0.26629638202535627	0.004146602461209203	0.0002982367197665332	0.0029427501337613697	0.001203852327447833	0.008938062883535764
Aad van der Mijn	1917.1047619046803	0.2390996072880135	0.012841091492776884	2.9201606483501265e-05	0.002675227394328518	0.010165864098448368	0.003965999957988405
Alpita de Jong	1508.580555555565	0.1888229764370765	0.007891920813269128	1.2792374477275709e-05	0.00227394328517924	0.0056179775280898875	0.00037131839505746996
Steven ten Brinke	1749.966666666635	0.21843015195977708	0.004146602461209203	1.3252127627145356e-05	0.0018726591760299624	0.00227394328517924	0.001623191012147274
A. Brom	0.0	0.0	0.0008025682182985553	0.0	0.0	0.0008025682182985553	3.552025893195421e-97
Bruneau	1965.3833333332518	0.2451147663658194	0.0030765115034777956	0.00011967040867519056	0.0028089887640449437	0.00026752273943285177	0.004513154564370563
Herman Linnebank	1702.3666666666245	0.21563636662171987	0.0008025682182985553	8.036628687425044e-08	0.00040128410914927763	0.00040128410914927763	0.0012154328319458443
Willem Gerard van Nouhuys	1846.1452380951646	0.23428019381410284	0.014713750668806848	0.00026734647231797635	0.0008025682182985553	0.013911182450508291	0.0019029063490154528
W.C. Mees	1845.9380952380386	0.23242826361315383	0.004681647940074906	0.0003108567344699223	0.003210272873194221	0.0014713750668806848	0.0014288925268553074
Bernard Vlekke	0.0	0.0	0.00026752273943285177	0.0	0.0	0.00026752273943285177	3.552025893195421e-97
Leo Boekraad	2035.2119047618048	0.2563199401499771	0.002675227394328518	8.869957702734165e-06	0.002140181915462814	0.0005350454788657035	0.004618191306839654
Maxim Gorki	2254.2047619046984	0.27868876453282726	0.009497057249866239	0.00010169310024072908	0.009229534510433386	0.00026752273943285177	0.0220887413852683
Fred Polak	1983.4928571427693	0.2449689008961249	0.009497057249866239	0.00014182401448906173	0.0038790797217763506	0.0056179775280898875	0.005012986643071024
J.C.H. Blom	1610.1638888888835	0.20225179686252695	0.002541466024612092	0.00012890797113411574	0.0014713750668806848	0.001070090957731407	0.0003119397949661433
A. de Groot	1847.5047619047107	0.23111246779125846	0.002140181915462814	3.892662183977881e-05	0.001203852327447833	0.0009363295880149812	0.0025412316857142516
Henri van Booven	2219.0190476189905	0.2770342598042935	0.005751738897806313	1.4401979472037907e-05	0.00454788657035848	0.001203852327447833	0.012275527207102921
E.M. Barth	1881.819047618983	0.23375912770066054	0.005350454788657036	0.0005180648697274741	0.003477795612627073	0.0018726591760299624	0.0024748808328932813
Tine Ausma	1.0	0.00013376136971642589	0.00026752273943285177	0.0	0.00013376136971642589	0.00013376136971642589	7.998451244502626e-82
A.W.M. Duyx	1698.3904761904607	0.2103832149305945	0.008560727661851257	0.0	0.0008025682182985553	0.007758159443552701	0.0015217399743224008
G.C. Molewijk	1612.696031746027	0.20344293425189894	0.0005350454788657035	7.377105963357353e-08	0.00040128410914927763	0.00013376136971642589	0.00031721286862228926
Ben Knapen	1237.7769841270267	0.15867268041148525	0.0006688068485821295	0.00011624607335090574	0.0005350454788657035	0.00013376136971642589	4.838203182966516e-06
Julien Benda	2261.521428571358	0.2805587485983051	0.007089352594970572	0.00025790213318212197	0.006955591225254146	0.00013376136971642589	0.019778435713760534
Anton van der Vet	1791.0452380951751	0.2271292404862687	0.00040128410914927763	0.0	0.00040128410914927763	0.0	0.0009387331773522742
Han G. Hoekstra	2224.235714285638	0.27182043874906553	0.009630818619582664	0.0	0.009630818619582664	0.0	0.022034933944926675
J. Haak	1837.178571428505	0.23212245132138334	0.001337613697164259	1.2426188573916912e-06	0.0008025682182985553	0.0005350454788657035	0.0015571847841424256
G.F. de Bruyn Kops	1248.227777777848	0.16227459709104008	0.00026752273943285177	1.7894497620926542e-08	0.00013376136971642589	0.00013376136971642589	1.8076942306383174e-06
Johan Daisne	2366.4880952380513	0.2870139960821776	0.037453183520599245	0.002117342523328367	0.022204387372926696	0.015248796147672551	0.05429856526823426
J.E. Kroon	1686.516666666632	0.2159663308953945	0.0014713750668806848	0.00010974570305770458	0.0006688068485821295	0.0008025682182985553	0.00038827480492174897
Surianto	1285.3595238095565	0.16435254959154066	0.00013376136971642589	0.0	0.00013376136971642589	0.0	2.060769243874891e-05
Huub Beurskens	1925.0285714285073	0.2379249535964916	0.026484751203852325	0.0075840678822709515	0.007891920813269128	0.0185928303905832	0.0024426748300669823
Dirk Merens	1396.1650793651415	0.1801401245313427	0.00026752273943285177	0.00010876275653999153	0.00013376136971642589	0.00013376136971642589	1.9449494263613825e-05
E. Piaget	1750.0904761904324	0.22251649281844738	0.0006688068485821295	0.0	0.0006688068485821295	0.0	0.0006088968800612196
F.P. Lorreins	0.0	0.0	0.00026752273943285177	0.0	0.0	0.00026752273943285177	3.552025893195421e-97
Sjaak Commandeur	1353.928968254015	0.17265631572394347	0.0005350454788657035	1.0679313356575211e-07	0.00040128410914927763	0.00013376136971642589	3.819147819173144e-05
Peter Odell	1323.0706349206964	0.17061437110387037	0.00026752273943285177	0.0	0.00013376136971642589	0.00013376136971642589	7.884705630569274e-06
F.A.J. Vermeulen	1706.8948412698146	0.21707672203244677	0.001337613697164259	2.4927067133567143e-06	0.001070090957731407	0.00026752273943285177	0.0005755815308145684
Gerd Segers	1588.319047619032	0.2023677954350823	0.001070090957731407	2.401105817023667e-08	0.00013376136971642589	0.0009363295880149812	0.00026871165276451175
Martinus Nijhoff	3143.335714285735	0.3647760955966887	0.14432851792402354	0.03398297205904081	0.1189138576779026	0.025414660246120917	0.13610947334299575
H. Nieuwenhuis	1833.7047619047034	0.23064898039671686	0.0008025682182985553	0.0	0.0008025682182985553	0.0	0.0017775623323073796
Ton Lathouwers	0.0	0.0	0.00040128410914927763	0.0	0.0	0.00040128410914927763	3.552025893195421e-97
J. Van Acker	1798.892857142817	0.22701277052253488	0.002541466024612092	2.03701592398056e-08	0.002407704654895666	0.00013376136971642589	0.0066973202020263875
H. Schaafsma	1681.0261904761696	0.21225445308169802	0.001070090957731407	7.08514931965813e-05	0.0009363295880149812	0.00013376136971642589	0.0004908310212075323
L.C. van Panhuys	1783.0476190475742	0.22575740992506552	0.004280363830925628	0.0	0.0009363295880149812	0.003344034242910647	0.0018117038934660947
Herman van den Bergh	2423.578571428545	0.29570774537984784	0.020197966827180308	0.0006759450830279224	0.01752273943285179	0.002675227394328518	0.037007282204685917
Jan Hendrik Jongkees	1.0	0.00013376136971642589	0.00013376136971642589	0.0	0.00013376136971642589	0.0	1.8470534644616195e-95
Theo Damsteegt	1284.8595238095565	0.16430940282631581	0.0006688068485821295	0.0	0.00013376136971642589	0.0005350454788657035	2.060769243874891e-05
Jean-Pierre Plooij	1364.8670634921152	0.17547669588136583	0.00026752273943285177	0.0	0.00026752273943285177	0.0	2.272476300528941e-05
Henny Vlot	1483.949603174625	0.18845558853083924	0.0006688068485821295	3.131537083662145e-08	0.00026752273943285177	0.00040128410914927763	9.811867481308253e-05
M.T.H. Perelaer	1630.0650793650784	0.20646150157027326	0.0018726591760299624	0.0001090899689974183	0.0016051364365971105	0.00026752273943285177	0.0003074934164759805
Wil Hansen	1.0	0.00013376136971642589	0.00026752273943285177	0.0	0.00013376136971642589	0.00013376136971642589	7.998451244502626e-82
J. Slauerhoff	2522.628571428553	0.30879526702321425	0.026618512573568752	0.0007759810894713939	0.01845906902086677	0.008159443552701979	0.04985564455217114
Paul Haimon	2073.2380952380154	0.25889926030242966	0.004414125200642054	2.349362775755605e-06	0.0037453183520599247	0.0006688068485821295	0.007065479935019494
Paul Delsemme	1634.7928571428179	0.20850067054576898	0.0008025682182985553	3.554520375541092e-07	0.00013376136971642589	0.0006688068485821295	0.00043884931567033996
B.W. Wttewaall van Wickenburgh	1830.6547619046985	0.23213335933131382	0.0017388978063135364	4.525325200820606e-06	0.0005350454788657035	0.001203852327447833	0.0010682834461157777
H. Bonger	2248.721428571393	0.273460910461158	0.012841091492776884	3.536845274784175e-05	0.012439807383627608	0.00040128410914927763	0.017542178469713607
I.Q. van Regteren Altena	1539.0496031746013	0.19568981050470857	0.0008025682182985553	1.0201283384306187e-05	0.00026752273943285177	0.0005350454788657035	0.00018054879061385639
Pieter Gerard van Schermbeek	0.0	0.0	0.00040128410914927763	0.0	0.0	0.00040128410914927763	3.552025893195421e-97
Aart G. Broek	1406.9349206349584	0.17732698734861466	0.001203852327447833	2.6780378375248733e-05	0.0006688068485821295	0.0005350454788657035	0.00015044088608725148
G.J. Uitman	1950.4738095237437	0.2427896336660945	0.006286784376672017	2.499899666691431e-05	0.00227394328517924	0.0040128410914927765	0.004873052758628095
Wim Neetens	1590.6857142856984	0.20255057206178315	0.00026752273943285177	0.0	0.00026752273943285177	0.0	0.0002956401465581604
Onno Damsté	1376.024206349246	0.17579351909503055	0.0006688068485821295	0.00010889572562874835	0.00013376136971642589	0.0005350454788657035	4.966910404869039e-05
Nicolaas Dirk Doedes	1416.8853174603664	0.18290128430725558	0.00026752273943285177	2.703136514768842e-07	0.00013376136971642589	0.00013376136971642589	1.84493344745945e-05
L. v.d. Land	1773.0499999999513	0.22403727545786015	0.002407704654895666	2.708311202432279e-06	0.0008025682182985553	0.0016051364365971105	0.0010071385527607986
J.L. Heldring	2003.311904761812	0.2482185762811094	0.00682182985553772	0.00018067807128968274	0.005885500267522739	0.0009363295880149812	0.005610503373688515
Piet Couttenier	2057.5976190475467	0.2542486945581532	0.0341091492776886	0.0006223945460790898	0.008828250401284108	0.025280898876404494	0.010213550286166306
Albartus Telting	1573.0853174603128	0.2011980356685367	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.00013329519088073544
Louisa Duykers	2408.316666666659	0.2995269152662114	0.051899411449973246	0.011703770520834442	0.007356875334403424	0.04454253611556982	0.017400607739562528
Ward Ruyslinck	2171.4285714285325	0.265252531094365	0.012974852862493311	5.094226682409453e-05	0.010968432316746922	0.0020064205457463883	0.01769766586522976
Perquy	1648.1214285714075	0.20933120970295613	0.0008025682182985553	2.9627085232490856e-07	0.00026752273943285177	0.0005350454788657035	0.000855776839060584
Rob Bartels	1588.6523809523653	0.20240952590911654	0.00013376136971642589	0.0	0.00013376136971642589	0.0	0.00026871165276451175
