Author	Degree	In-degree	Out-degree	Betweenness	Closeness	Harmonic	Eigenvector	Clustering	Square_Clustering
Henri Dekking	0.002147651006711409	0.001879194630872483	0.00026845637583892615	1.0744638484931908e-06	0.24669671401543994	1964.0261904761066	0.005109161101358077	0.26666666666666666	0.042105263157894736
Hendrik Mulder	0.0017449664429530199	0.001476510067114094	0.00026845637583892615	7.913472319698874e-07	0.23377596477712773	1859.3666666666036	0.0023061075975460443	0.14285714285714285	0.0
Wilhelmus Johannes Kühler	0.0008053691275167784	0.00013422818791946307	0.0006711409395973154	1.8689223476468694e-06	0.00017897091722595077	1.5	1.2968626888772338e-97	0.03333333333333333	0.012658227848101266
C.B. Hylkema	0.0032214765100671136	0.003087248322147651	0.00013422818791946307	9.49952134469823e-06	0.238320058407277	1912.2309523808906	0.005636286392155066	0.33152173913043476	0.0
Marie Metz-Koning	0.004295302013422818	0.0034899328859060398	0.0008053691275167784	1.5096936082861773e-05	0.2536815929748068	2026.6452380951544	0.006902431700154547	0.18864097363083165	0.028887523048555623
Marie Loke	0.0006711409395973154	0.0004026845637583892	0.00026845637583892615	7.925979239476042e-08	0.21492886248083012	1675.8285714285355	0.0003757806059452135	0.4	0.0
Constant Eeckels	0.004832214765100671	0.004295302013422818	0.0005369127516778523	2.141743156088333e-05	0.2691162855609074	2147.476190476117	0.0135743740287121	0.2893481717011129	0.014492753623188406
Hugo von Hofmannsthal	0.006442953020134227	0.006308724832214765	0.00013422818791946307	8.756768327317905e-05	0.2762861337690939	2214.9523809523175	0.015518189478383154	0.1188997338065661	0.0
Ch.F. Haje	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
J.A.A.H. de Beaufort	0.004295302013422818	0.001879194630872483	0.0024161073825503354	0.00025172953530610805	0.22634506264406487	1790.7619047618514	0.0011476064695456199	0.22336065573770492	0.02035928143712575
A. Hotz	0.0004026845637583892	0.00013422818791946307	0.00026845637583892615	1.4988264558886647e-07	0.20059028370207374	1555.6936507936587	8.572237742585214e-05	0.0	0.0
Fr. van den Weghe	0.0016107382550335568	0.0006711409395973154	0.0009395973154362415	5.451317230390118e-06	0.2176735711900941	1705.05238095233	0.0006719970947667458	0.6370967741935484	0.04525547445255475
J.A. Simons-Mees	0.001879194630872483	0.001879194630872483	0.0	0.0	0.2600774151942656	2052.8285714284575	0.005146877638096688	0.29120879120879123	0.0
Jan Limburg	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
Karel Vos	0.002013422818791946	0.0005369127516778523	0.001476510067114094	0.00012344633361463623	0.22861930268839023	1797.2047619047014	0.001383398357020422	0.11428571428571428	0.01956204379562044
J.H. van 't Hoff	0.0004026845637583892	0.00013422818791946307	0.00026845637583892615	1.0063585429575769e-06	0.00013422818791946307	1.0	4.890403994369456e-99	0.0	0.0
W. van Ravesteyn	0.0032214765100671136	0.0028187919463087247	0.0004026845637583892	1.5931098204432402e-06	0.2594810289569922	2093.566666666591	0.008392406548601648	0.1956521739130435	0.0
Tine van Buul	0.0016107382550335568	0.001476510067114094	0.00013422818791946307	2.5089267935923796e-06	0.20629891843915948	1661.535714285704	0.0016921945234720174	0.5454545454545454	0.0
D. van der Meulen	0.001476510067114094	0.0013422818791946308	0.00013422818791946307	3.2478264079342055e-07	0.21632585258388817	1707.3543650793263	0.0005766668649783966	0.03636363636363636	0.0
Martha Johanna Hamaker	0.0032214765100671136	0.0010738255033557046	0.002147651006711409	5.7850351197654044e-05	0.23173831543942086	1823.6785714285058	0.0015579299539791526	0.2574626865671642	0.028393726338561385
J. de Jager	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
W.H. Hasselbach	0.0009395973154362415	0.00026845637583892615	0.0006711409395973154	1.1625466635383553e-07	0.22271777095042908	1750.3238095237487	0.0008569915234831613	0.2857142857142857	0.060109289617486336
Nicolaas Japikse	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
Adriaan van Oordt	0.003624161073825503	0.0034899328859060398	0.00013422818791946307	1.2652414047077672e-06	0.2600465574593969	2082.4690476189694	0.010062003144132135	0.25925925925925924	0.0
J. van den Bergh van Eysinga-Elias	0.001476510067114094	0.0005369127516778523	0.0009395973154362415	1.0007566152248537e-06	0.22927289867020548	1804.814285714221	0.0013427529712653416	0.2545454545454545	0.021040974529346623
J. Bosboom Nz.	0.001879194630872483	0.001476510067114094	0.0004026845637583892	3.8337826026342716e-07	0.23472941984195456	1856.295238095168	0.0021807162620202736	0.34065934065934067	0.0
J.P. van Rossum	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	3.9861860595745455e-08	0.16280534145896283	1249.6821428571898	5.475985586971213e-06	0.0	0.0
A.E. Thierens	0.0006711409395973154	0.0006711409395973154	0.0	0.0	0.23174909737147842	1833.3119047618393	0.0019668447742160456	0.6	0.0
A. Meyroos	0.0004026845637583892	0.0	0.0004026845637583892	0.0	0.0	0.0	9.056303693276773e-101	0.16666666666666666	0.0
Ernest Zahn	0.0016107382550335568	0.0004026845637583892	0.0012080536912751677	6.331124062605689e-05	0.2114908926949191	1644.5547619047384	0.0002517219987265815	0.17692307692307693	0.0111731843575419
J. Hobma	0.0006711409395973154	0.0005369127516778523	0.00013422818791946307	1.924868416391579e-08	0.22319535719163128	1754.75714285708	0.0008468448392675503	0.25	0.0
I. Zeehandelaar	0.0008053691275167784	0.0005369127516778523	0.00026845637583892615	1.3966852325693047e-05	0.22856589445059916	1777.159523809467	0.0011454434219088652	0.4	0.0
H.N. de Fremery	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	4.47505936850483e-07	0.21143299392073026	1642.3499999999713	0.0004223433585955781	0.0	0.0
P. Leendertz (jr.)	0.0004026845637583892	0.0	0.0004026845637583892	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
Jacob Samuel Speyer	0.0013422818791946308	0.00013422818791946307	0.0012080536912751677	6.958186001758694e-07	0.19729767448784732	1524.553571428577	9.414055249345576e-05	0.044444444444444446	0.029585798816568046
H.P. Staal	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	1.1536570133132004e-05	0.21646466334742787	1699.37142857139	0.0005690081577334231	0.0	0.0
Rudolf Steinmetz	0.0008053691275167784	0.0008053691275167784	0.0	0.0	0.1981556718798901	1542.4630952380971	0.00013659919540126122	0.2	0.0
J.D.C. van Dokkum	0.0013422818791946308	0.0010738255033557046	0.00026845637583892615	6.933120115797122e-06	0.23771785990214173	1881.4595238094498	0.0023405463905310847	0.16666666666666666	0.012048192771084338
Maurits Sabbe	0.019999999999999997	0.01664429530201342	0.0033557046979865767	0.0017962752701207267	0.2979653940142633	2422.6523809523665	0.04201677904848604	0.10800145151047809	0.017674231773448484
Leo van Puyvelde	0.007114093959731543	0.004295302013422818	0.0028187919463087247	0.0003173844836870692	0.25635360472285146	2069.6595238094524	0.00888672804205371	0.16399416909620992	0.03453136011275546
Martinus Poelhekke	0.0008053691275167784	0.00013422818791946307	0.0006711409395973154	8.490175681619571e-08	0.2094265952706098	1632.633333333306	0.0006401229419069923	0.16666666666666666	0.0425531914893617
G. Bolkestein	0.005637583892617449	0.0044295302013422815	0.0012080536912751677	0.0002698228090780522	0.26115715561211694	2078.128571428475	0.0065303942694822535	0.1254355400696864	0.035398230088495575
J.C.C. Tonnet	0.0010738255033557046	0.0005369127516778523	0.0005369127516778523	1.3536050484538629e-06	0.2249710664026753	1769.3428571428	0.001159853637562379	0.6	0.0873900293255132
A. van Collem	0.005637583892617449	0.005637583892617449	0.0	0.0	0.26359367865851346	2136.378571428516	0.011358301829036464	0.2229965156794425	0.0
S. Bonn	0.0013422818791946308	0.0013422818791946308	0.0	0.0	0.2482557145036172	1993.8261904761214	0.005731194079503016	0.4777777777777778	0.0
Hendrik C. Diferee	0.0006711409395973154	0.00026845637583892615	0.0004026845637583892	1.5013913808243308e-06	0.2222624188517117	1745.0095238094648	0.0007360979157441854	0.2	0.04
J. Salsmans	0.058255033557046976	0.02268456375838926	0.03557046979865772	0.004530546185746729	0.2707846694855626	2227.709523809458	0.045273740765473795	0.15526705677954358	0.06493033733507955
Jan Jacob Thomson	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	4.0498219826723736e-07	0.2036549618636266	1582.1630952380815	0.00015554661103289012	0.0	0.0
Frans Bastiaanse	0.006711409395973153	0.00657718120805369	0.00013422818791946307	2.252156044515786e-07	0.27456899808756663	2221.276190476148	0.01918073129653235	0.21306122448979592	0.0
Herman Frederik Carel ten Kate	0.0004026845637583892	0.0	0.0004026845637583892	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
Christiaan Snouck Hurgronje	0.0024161073825503354	0.0012080536912751677	0.0012080536912751677	0.00015935884643591473	0.2189498204773833	1725.2595238094823	0.0006835837577383429	0.2939189189189189	0.014285714285714285
Bas Veth	0.003087248322147651	0.003087248322147651	0.0	0.0	0.2355078032771212	1888.1738095237479	0.0030643104702438033	0.233201581027668	0.0
W.E. van Dam van Isselt	0.0005369127516778523	0.0004026845637583892	0.00013422818791946307	1.1443476939929324e-06	0.18941401784667883	1470.6115079365316	8.757311897747855e-05	0.0	0.0
William Wilson	0.0016107382550335568	0.0012080536912751677	0.0004026845637583892	7.522628902544664e-05	0.23818081887755851	1889.1999999999189	0.002257004749495744	0.11538461538461539	0.004844290657439446
Hermann Wolf	0.0022818791946308723	0.0004026845637583892	0.001879194630872483	4.1566429695266195e-06	0.22826726885941742	1799.1119047618467	0.0012044932448417264	0.23507462686567165	0.025283347863993024
Theo Thijssen	0.009261744966442952	0.009261744966442952	0.0	0.0	0.2712493887139583	2219.2642857142528	0.01195272375591483	0.13640238704177324	0.0
André de Ridder	0.008859060402684563	0.008590604026845637	0.00026845637583892615	0.0003540107042252331	0.28156992281145243	2271.2095238094826	0.017226993206608334	0.11030783582089553	0.0
F.W.J.G. Snijder van Wissenkerke	0.0008053691275167784	0.0004026845637583892	0.0004026845637583892	0.00011913536453660765	0.21400742984934484	1667.3023809523506	0.000388760205688379	0.2	0.0
Ivo Struyf	0.0005369127516778523	0.0005369127516778523	0.0	0.0	0.22970412337097734	1806.847619047554	0.001289954125454508	0.5	0.0
Willem Andriessen	0.0017449664429530199	0.0013422818791946308	0.0004026845637583892	0.0001162363229783266	0.23398841722514824	1867.5999999999422	0.0030213981323183995	0.24025974025974026	0.07272727272727272
Frans Verschoren	0.002013422818791946	0.002013422818791946	0.0	0.0	0.257816587339724	2034.304761904661	0.0055135016669421956	0.30952380952380953	0.0
L.F. de Beaufort	0.0012080536912751677	0.0010738255033557046	0.00013422818791946307	5.371651912504065e-06	0.2374639987828831	1877.8666666665877	0.002161394675999228	0.4861111111111111	0.0
René de Clercq	0.012751677852348993	0.012751677852348993	0.0	0.0	0.28321179722757694	2296.8690476189977	0.031921535965087566	0.14322508398656214	0.0
François Pauwels	0.002953020134228188	0.002953020134228188	0.0	0.0	0.248419546387903	1986.0904761903798	0.004071521945995777	0.18181818181818182	0.0
Nine van der Schaaf	0.006040268456375839	0.006040268456375839	0.0	0.0	0.26674025096998266	2167.3309523809103	0.014385912117275001	0.2222222222222222	0.0
H. Duits	0.02483221476510067	0.01046979865771812	0.014362416107382548	0.0024982243946842283	0.25313028246539243	2062.1023809523167	0.012275057907417652	0.1831744350282486	0.0428728489637414
Jan F.E. Celliers	0.0008053691275167784	0.0008053691275167784	0.0	0.0	0.239460591323904	1888.2761904761082	0.002545546684682939	0.6	0.0
J.A. van Hamel	0.001879194630872483	0.0017449664429530199	0.00013422818791946307	2.371788229777236e-06	0.24067676074614655	1906.3071428570572	0.0031086379140955415	0.33516483516483514	0.0
H.J.E. Endepols	0.010201342281879194	0.007651006711409395	0.0025503355704697985	0.0006766535220725635	0.27341805493662946	2208.97619047614	0.01601743288894916	0.15049226441631505	0.034183919114106884
Pieter Valkhoff	0.011677852348993288	0.001476510067114094	0.010201342281879194	0.00012089233987775312	0.23410038947821096	1855.185714285645	0.0022635749316827717	0.12128115786652371	0.023179464910737347
J.H.F. Kohlbrugge	0.0022818791946308723	0.0022818791946308723	0.0	0.0	0.2575723271906575	2033.4785714284678	0.006807151955015248	0.3235294117647059	0.0
H.E. Greve	0.004026845637583892	0.003624161073825503	0.0004026845637583892	3.1376627755224167e-06	0.26780510422763315	2138.0523809523106	0.009688699742914711	0.19700460829493088	0.0
Rommert Casimir	0.0008053691275167784	0.00026845637583892615	0.0005369127516778523	2.2756649155856026e-07	0.21923437478382068	1728.5452380951865	0.0008142424330684513	0.35714285714285715	0.026578073089700997
Johannes Benedictus Kan	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	0.0	0.17762755245548842	1365.8757936508403	1.229217777595635e-05	0.5	0.0
Eltjo Aldegondus van Beresteyn	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	9.456777939828857e-07	0.18144039162251221	1397.7757936508326	2.5816007654864262e-05	0.0	0.0
William Davids	0.002147651006711409	0.0013422818791946308	0.0008053691275167784	5.667325799138811e-05	0.24373453434936845	1931.4119047618199	0.0035527150249618864	0.2754237288135593	0.04087486554320545
Adolf Herckenrath	0.002147651006711409	0.002147651006711409	0.0	0.0	0.2976290380911873	2377.726190476171	0.010074238837039281	0.31666666666666665	0.0
Johanna Westerdijk	0.002013422818791946	0.0005369127516778523	0.001476510067114094	3.546559657239335e-06	0.23516949518922098	1842.9523809523089	0.0017106079883988292	0.3613861386138614	0.0453007029419422
J.H.W. Leliman	0.0006711409395973154	0.0005369127516778523	0.00013422818791946307	0.0	0.2336085114811219	1833.3285714284975	0.0015004957738928128	0.55	0.0
A. Moresco	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	0.0	0.2198748635411108	1727.382936507888	0.0008316316448013664	0.5	0.0
K.C. Boxman-Winkler	0.009261744966442952	0.0022818791946308723	0.0069798657718120796	0.0002317960558040346	0.2473703397515258	1972.2452380951524	0.005645515461131555	0.16452166452166453	0.03605763966449861
F.M. Wibaut	0.002013422818791946	0.001879194630872483	0.00013422818791946307	7.51330694408945e-07	0.2476207652827584	1982.7690476189607	0.0035144204074000263	0.17142857142857143	0.0
F. de Haan	0.002147651006711409	0.002013422818791946	0.00013422818791946307	0.00012274567183505596	0.23363082472544888	1836.4952380951681	0.001234617058870564	0.075	0.0
C.A. Pekelharing	0.0009395973154362415	0.0009395973154362415	0.0	0.0	0.22399490292924895	1766.2376984126472	0.0009456393206817702	0.09523809523809523	0.0
H. van Strien	0.0010738255033557046	0.0008053691275167784	0.00026845637583892615	5.047534558717476e-07	0.22596368697349842	1780.3738095237434	0.0012526029059917465	0.4807692307692308	0.0
D. van Blom	0.03919463087248322	0.009664429530201342	0.029530201342281875	0.0037178436788090747	0.27343333737220804	2225.035714285672	0.01989237596736898	0.07519443789771388	0.027919850625535023
E.M. ten Cate	0.0005369127516778523	0.0004026845637583892	0.00013422818791946307	2.1713891120844458e-07	0.22750294558555428	1785.2857142856515	0.0008731058824902867	0.25	0.0
C.W. Lunsingh Scheurleer	0.005503355704697986	0.0044295302013422815	0.0010738255033557046	3.3233820530212045e-05	0.25107759386810585	2011.6952380951534	0.012881614332180762	0.3691931540342298	0.029723991507430998
B.J.H. Ovink	0.003892617449664429	0.002147651006711409	0.0017449664429530199	6.188834991270211e-05	0.25091018305001667	2004.4976190475222	0.004993651610040251	0.21766169154228857	0.032367051827826204
Jan Jelles Hof	0.0012080536912751677	0.0006711409395973154	0.0005369127516778523	2.4386590003944298e-06	0.23503391173854973	1862.664285714219	0.002332049726750323	0.20833333333333334	0.0
Carry van Bruggen	0.030335570469798654	0.029127516778523488	0.0012080536912751677	0.0003708790929730568	0.30238569903116425	2493.8857142857028	0.04260257260988744	0.09164568911264946	0.013910355486862442
Lambrecht Lambrechts	0.009932885906040268	0.006174496644295302	0.003758389261744966	0.00033626469418425377	0.2622069914201734	2093.8785714284895	0.016505785978276136	0.19176557863501484	0.035940930554302385
J. Prinsen J.Lzn	0.007516778523489932	0.0025503355704697985	0.004966442953020134	0.0001840744331371917	0.2487919360690726	1988.2142857142146	0.0042840561196367	0.1469055374592834	0.01977686377853853
Willem Meijer	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	1.0674017964711465e-06	0.17693850690560525	1362.0841269841794	1.6431100958920944e-05	0.0	0.0
D.G. Jelgersma	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	2.708832542463173e-09	0.19446636344912444	1513.7936507936606	0.00013842014881888218	0.0	0.0
Jac. P. Thijsse	0.0012080536912751677	0.0004026845637583892	0.0008053691275167784	1.3432802464089696e-07	0.22477466637227417	1754.3476190475615	0.000926672475540049	0.5454545454545454	0.08758223684210527
J.R. Slotemaker de Bruine	0.0013422818791946308	0.0010738255033557046	0.00026845637583892615	2.0423418271154867e-06	0.22800129748910208	1807.5285714285196	0.0014996852949949546	0.19767441860465115	0.0
Jan Slingenberg	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
H.G. van der Vies	0.0004026845637583892	0.00013422818791946307	0.00026845637583892615	0.00011539767961286641	0.00013422818791946307	1.0	4.890403994369456e-99	0.0	0.0
Sara Bouterse	0.0008053691275167784	0.0008053691275167784	0.0	0.0	0.2384454828385373	1878.1166666665856	0.0023534897522048356	0.5666666666666667	0.0
J.J. Tesch	0.0004026845637583892	0.00013422818791946307	0.00026845637583892615	4.807039370351789e-06	0.00013422818791946307	1.0	4.890403994369456e-99	0.0	0.0
J.J. Bekaar	0.0004026845637583892	0.00013422818791946307	0.00026845637583892615	0.0001089031291710311	0.16540870861231372	1273.140476190529	6.3371062595871656e-06	0.16666666666666666	0.0
Wilhelm Loeb	0.0008053691275167784	0.0005369127516778523	0.00026845637583892615	8.27184267256988e-08	0.2303307989512771	1813.2119047618369	0.001892686637684997	0.43333333333333335	0.0
W.P. Kops	0.0016107382550335568	0.0009395973154362415	0.0006711409395973154	3.875542124517379e-06	0.22948800670479777	1810.876190476136	0.001071586638107748	0.21212121212121213	0.020895522388059702
J.E. Jasper	0.0006711409395973154	0.0006711409395973154	0.0	0.0	0.22835355316356984	1786.7190476189849	0.0010691596123193555	0.2	0.0
Matthijs Siegenbeek	0.00523489932885906	0.004966442953020134	0.00026845637583892615	0.00012708913865309233	0.2481357260424131	2012.3142857142223	0.007805591816902255	0.19350473612990526	0.0
H.L. de Beaufort	0.0006711409395973154	0.0005369127516778523	0.00013422818791946307	1.1486813765702932e-06	0.22335840740234564	1751.2142857142367	0.000857992616482265	0.25	0.0
Balthazar Verhagen	0.0034899328859060398	0.0034899328859060398	0.0	0.0	0.2583883332961245	2072.9547619046702	0.007860022759484614	0.1723076923076923	0.0
G. Mannoury	0.004295302013422818	0.004295302013422818	0.0	0.0	0.26020187399879313	2106.5261904761187	0.008544201326396493	0.15625	0.0
G.A. van den Bergh van Eysinga	0.004161073825503355	0.0024161073825503354	0.0017449664429530199	0.0002345886388512407	0.24988485666476856	1991.6261904760931	0.003611933274433595	0.08387096774193549	0.01347488770926909
Coen Hissink	0.0008053691275167784	0.0008053691275167784	0.0	0.0	0.23180411369879692	1815.3690476189781	0.0015063083486983786	0.5	0.0
E. Rijpma	0.008053691275167784	0.0069798657718120796	0.0010738255033557046	0.00016198158273143958	0.26563834920320234	2140.3095238094725	0.01087761051418474	0.14027149321266968	0.02210506844247133
F.P.H. Prick van Wely	0.0016107382550335568	0.0013422818791946308	0.00026845637583892615	9.815156912316113e-07	0.23985074715268556	1914.7690476189784	0.0024941137665533946	0.18181818181818182	0.0
Marie Schmitz	0.005369127516778523	0.003892617449664429	0.001476510067114094	3.767019763865289e-05	0.2703805802755858	2160.626190476121	0.01174335791538399	0.23205128205128206	0.021424435437174292
H. Koekebakker	0.00013422818791946307	0.00013422818791946307	0.0	0.0	0.19267724404659037	1497.0638888889011	9.513715839449559e-05	0.0	0.0
Johan Christiaan van Eerde	0.003624161073825503	0.0009395973154362415	0.0026845637583892616	0.00014847563141190146	0.23398841722514824	1844.2452380951638	0.0021037940913414843	0.19855072463768117	0.026078234704112337
A.S. van Oven	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	0.00011544847836907287	0.00026845637583892615	2.0	9.690244951806138e-99	0.0	0.0
Frederik Daniel Eduard van Ossenbruggen	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
Jan de Gruyter	0.002147651006711409	0.0009395973154362415	0.0012080536912751677	2.5454690568841203e-06	0.22338900584164456	1762.73809523804	0.001428345045315612	0.10416666666666667	0.00554016620498615
J.A.N. Knuttel	0.022147651006711407	0.015838926174496643	0.006308724832214765	0.0008593599772029724	0.278508160485407	2286.066666666633	0.026374580335318365	0.13655197928227894	0.03823539766926029
H.F. Wirth	0.0006711409395973154	0.0005369127516778523	0.00013422818791946307	3.8381786288204314e-08	0.22961726538024757	1806.8523809523174	0.0012284973360528807	0.4	0.0
J.Ph. Vogel	0.002953020134228188	0.00026845637583892615	0.0026845637583892616	0.00019929154842799127	0.22632411931187485	1775.8619047618442	0.0010363508940456764	0.07860262008733625	0.01389631213254944
H.G. van der Waals	0.0005369127516778523	0.0005369127516778523	0.0	0.0	0.23103803617842886	1810.1690476189838	0.0011367909224010886	0.5	0.0
W. Vollgraff	0.003892617449664429	0.0017449664429530199	0.002147651006711409	0.00012969731247132072	0.22237355511278578	1759.923809523764	0.0010100672997035711	0.09158415841584158	0.021330696426048876
A.O. van Kerkwijk	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	1.1629550239070393e-07	0.2074181598056755	1629.2011904761769	0.0003122887794361626	0.3333333333333333	0.0
Willem Kalma	0.0008053691275167784	0.0008053691275167784	0.0	0.0	0.23872465214377783	1884.3190476189677	0.002563012204292778	0.5333333333333333	0.0
C.E. Hooykaas	0.002953020134228188	0.0008053691275167784	0.002147651006711409	8.917593307083709e-05	0.23554315753893662	1861.1238095237336	0.002341172468696436	0.1	0.018007483629560336
H.M. van Nes	0.001476510067114094	0.0006711409395973154	0.0008053691275167784	1.1277027828008936e-05	0.20169851731368743	1583.5817460317355	0.00026175787062938846	0.045454545454545456	0.0026041666666666665
W.J. Aalders	0.0026845637583892616	0.002147651006711409	0.0005369127516778523	0.0005181554373938805	0.25222974163063544	1989.9214285713263	0.0034435780238212697	0.21808510638297873	0.016363636363636365
Johannes Aarnout Loebèr jr.	0.0009395973154362415	0.0	0.0009395973154362415	0.0	0.0	0.0	9.056303693276773e-101	0.07142857142857142	0.008547008547008548
A.W. Nieuwenhuis	0.0017449664429530199	0.0010738255033557046	0.0006711409395973154	1.813054400438132e-05	0.21791598017400216	1714.9928571428152	0.0006626748220082601	0.547945205479452	0.02796271637816245
Johann Wolfgang von Goethe	0.001476510067114094	0.0013422818791946308	0.00013422818791946307	2.807027941863527e-07	0.23322983737431105	1846.7499999999322	0.002637795053184519	0.12962962962962962	0.0
Hendrik Onnen	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	0.0	0.00013422818791946307	1.0	8.157193187679064e-85	0.0	0.0
H.J.C.G. Eilbracht	0.00026845637583892615	0.00013422818791946307	0.00013422818791946307	0.0	0.00013422818791946307	1.0	8.157193187679064e-85	0.0	0.0
Klaas de Vries	0.0006711409395973154	0.0005369127516778523	0.00013422818791946307	6.613391503011772e-06	0.22846982247927214	1796.0523809523208	0.0010506140495218223	0.05	0.0
H.J. Westerling	0.0004026845637583892	0.00026845637583892615	0.00013422818791946307	0.0	0.23007081968330784	1815.7619047618407	0.0015027158189807883	0.6666666666666666	0.0
Eugène de Bock	0.010604026845637583	0.003892617449664429	0.006711409395973153	0.00016795628173865712	0.2544733582462637	2055.180952380883	0.009584063698521264	0.21766047572499186	0.042906760038402894
Edgar Degas	0.0017449664429530199	0.0013422818791946308	0.0004026845637583892	0.0004609668633896224	0.2357247549234412	1865.2095238094473	0.001977092518752697	0.18421052631578946	0.0176678445229682
Hendrika Boer	0.00013422818791946307	0.00013422818791946307	0.0	0.0	0.2170406991748482	1689.1904761904336	0.0005557524988022923	0.0	0.0
Laurens van der Waals	0.002013422818791946	0.001879194630872483	0.00013422818791946307	3.6039250347553525e-09	0.24607624944296652	1962.7809523808644	0.0045566842357043155	0.3142857142857143	0.0
F.E. Posthumus Meyjes	0.0004026845637583892	0.0004026845637583892	0.0	0.0	0.2301362229258513	1811.7952380951679	0.0014865503241783212	0.6666666666666666	0.0
Leonie van Nierop	0.001476510067114094	0.0012080536912751677	0.00026845637583892615	1.5309928563686248e-05	0.22869411616690077	1796.5285714285023	0.001333183412284701	0.32727272727272727	0.011627906976744186
E.C. Godée Molsbergen	0.0016107382550335568	0.0013422818791946308	0.00026845637583892615	6.792439869173161e-06	0.23844783773280243	1880.2238095237303	0.0019633450077516153	0.24242424242424243	0.0
Frits Leonhard	0.0005369127516778523	0.0005369127516778523	0.0	0.0	0.22416933780555665	1753.3904761904237	0.000903753823637698	0.5	0.0
Jan Overduin	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
Gerrit Kalff jr.	0.002013422818791946	0.00026845637583892615	0.0017449664429530199	1.4727361125213323e-06	0.22431087344335707	1764.5071428570802	0.0011003009659394504	0.23786407766990292	0.011510871378524162
Jo van Ammers-Küller	0.006711409395973153	0.006308724832214765	0.0004026845637583892	1.2658759761508476e-06	0.27938297195466444	2244.0999999999385	0.01483499747240493	0.17795918367346938	0.0
E. W. Holthuysen	0.0013422818791946308	0.0004026845637583892	0.0009395973154362415	5.26773102300275e-08	0.22588520288711153	1769.4095238094694	0.0009711149945846532	0.6666666666666666	0.07014218009478673
M.A. van Herwerden	0.0032214765100671136	0.001476510067114094	0.0017449664429530199	1.0185975062609818e-05	0.23856411971745706	1892.4904761903947	0.0034072094438623635	0.34870848708487084	0.05815576439936727
Th.M. Roest van Limburg	0.00013422818791946307	0.0	0.00013422818791946307	0.0	0.0	0.0	9.056303693276773e-101	0.0	0.0
A.W. van Renterghem	0.0004026845637583892	0.00013422818791946307	0.00026845637583892615	8.304322134672073e-07	0.19534384214855147	1535.1869047619298	0.000873128867556522	0.16666666666666666	0.0
Richard Roland Holst	0.012751677852348993	0.0057718120805369125	0.0069798657718120796	0.00020721178943010243	0.2712050027123946	2202.7523809523364	0.02403480092378	0.36953582694907616	0.091574584040551
Joan Frederik van Oordt	0.00013422818791946307	0.00013422818791946307	0.0	0.0	0.21670430627470116	1691.607142857098	0.0005378815527576795	0.0	0.0
H. Enno van Gelder	0.016778523489932886	0.003087248322147651	0.013691275167785233	0.0012502330939565109	0.25996364326316157	2096.0952380951794	0.009858424873029896	0.11187952430196484	0.028601242813379123
J.G. Sleeswijk	0.0022818791946308723	0.0022818791946308723	0.0	0.0	0.20756772329043524	1645.8952380952305	0.006313765121521588	0.7720588235294118	0.0
D. Bos	0.0033557046979865767	0.0033557046979865767	0.0	0.0	0.24691541673622797	1972.8238095237223	0.0035776171877609747	0.14333333333333334	0.0
J. van Oudshoorn	0.008590604026845637	0.008590604026845637	0.0	0.0	0.2694277731814844	2194.885714285685	0.015857615279244657	0.1884920634920635	0.0
Zadok Stokvis	0.0025503355704697985	0.0008053691275167784	0.0017449664429530199	0.00023228173312247216	0.23786812403608742	1869.223809523733	0.0020733935708077233	0.32228915662650603	0.04290870204518112
J.G. van Dillen	0.007248322147651006	0.00523489932885906	0.002013422818791946	0.0001335210742014708	0.2611153370123392	2115.0547619046965	0.0073800153960687205	0.14646110721793973	0.04237509809050484
Frits Lugt	0.0012080536912751677	0.0009395973154362415	0.00026845637583892615	0.00013553817385451134	0.2336085114811219	1845.8333333332637	0.001862762938180683	0.09722222222222222	0.013157894736842105
